Instances,feature_ cheap.pattern.time,feature_ cheap.pattern.vertices,feature_ cheap.pattern.edges,feature_ cheap.pattern.loops,feature_ cheap.pattern.meandeg,feature_ cheap.pattern.maxdeg,feature_ cheap.pattern.degisfixed,feature_ cheap.pattern.density,feature_ cheap.target.time,feature_ cheap.target.vertices,feature_ cheap.target.edges,feature_ cheap.target.loops,feature_ cheap.target.meandeg,feature_ cheap.target.maxdeg,feature_ cheap.target.degisfixed,feature_ cheap.target.density,feature_ distance.pattern.time,feature_ distance.pattern.isconnected,feature_ distance.pattern.meandistance,feature_ distance.pattern.maxdistance,feature_ distance.pattern.proportiondistancege2,feature_ distance.pattern.proportiondistancege3,feature_ distance.pattern.proportiondistancege4,feature_ distance.target.time,feature_ distance.target.isconnected,feature_ distance.target.meandistance,feature_ distance.target.maxdistance,feature_ distance.target.proportiondistancege2,feature_ distance.target.proportiondistancege3,feature_ distance.target.proportiondistancege4,feature_ lad.values.removed,feature_ lad.values.removed.percent,feature_ lad.values.removed.min,feature_ lad.values.removed.max,feature_ lad.time,algo_lad,algo_supplementallad,algo_vf2,algo_glasgow1,algo_glasgow2,algo_glasgow3,algo_glasgow4
g5-g14,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,50.0,109.0,0.0,4.36,17.0,0.0,0.08898,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,2.56151,5.0,0.5696,0.3448,0.1016,255.0,46.363636,42.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
g5-g15,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,50.0,145.0,0.0,5.8,20.0,0.0,0.118367,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,2.10366,4.0,0.54,0.1808,0.0032,211.0,38.363636,34.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
g5-g16,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,53.0,189.0,0.0,7.13208,11.0,0.0,0.137155,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,2.51016,5.0,0.846565,0.503382,0.121752,288.0,49.399657,45.28302,90.56604,0.0,3.0,2.0,30.0,3.0,2.0,4.0,4.0
g5-g20,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,64.0,728.0,0.0,22.75,27.0,0.0,0.361111,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,1.63889,2.0,0.628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,136.0
g5-g21,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,64.0,1848.0,0.0,57.75,61.0,0.0,0.916667,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,1.08333,2.0,0.082031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,96.0,5106.0
g5-g22,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,67.0,224.0,0.0,6.68657,11.0,0.0,0.101312,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,3.46947,8.0,0.885275,0.704389,0.438851,417.0,56.580733,53.731342,85.074623,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0
g5-g23,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,73.0,283.0,0.0,7.75342,52.0,0.0,0.107686,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,2.15819,4.0,0.750235,0.232689,0.009007,238.0,29.638854,24.657534,79.452057,0.0,1.0,0.0,0.0,0.0,1.0,3.0,15.0
g5-g25,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,75.0,114.0,0.0,3.04,20.0,0.0,0.041081,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,1.94488,4.0,0.094933,0.028444,0.004622,594.0,72.0,70.666664,85.333336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
g5-g26,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,80.0,254.0,0.0,6.35,36.0,0.0,0.08038,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,2.64115,5.0,0.835,0.524062,0.133125,379.0,43.068182,40.0,73.75,0.0,1.0,0.0,10.0,0.0,2.0,3.0,11.0
g5-g27,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,86.0,400.0,0.0,9.30233,81.0,0.0,0.109439,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,1.94473,3.0,0.880206,0.053543,0.0,210.0,22.198732,17.44186,69.767441,0.0,1.0,1.0,0.0,0.0,1.0,5.0,41.0
g5-g28,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,97.0,92.0,0.0,1.89691,12.0,0.0,0.01976,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,4.5982,12.0,0.523754,0.444893,0.387501,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
g5-g29,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,100.0,906.0,0.0,18.12,31.0,0.0,0.18303,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,1.84121,3.0,0.8088,0.024,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,9.0,105.0
g5-g30,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,100.0,907.0,8.0,18.06,31.0,0.0,0.183232,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,1.84424,3.0,0.8102,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,9.0,105.0
g5-g31,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,100.0,1000.0,0.0,20.0,32.0,0.0,0.20202,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,1.81071,3.0,0.79,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,14.0,151.0
g5-g32,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,100.0,4950.0,0.0,99.0,99.0,1.0,1.0,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,12.0,731.0,66869.0
g5-g33,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,101.0,297.0,0.0,5.88119,13.0,0.0,0.058812,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,3.7499,7.0,0.931869,0.799922,0.578963,889.0,80.018002,78.217819,98.019798,0.0,0.0,0.0,1.0,0.0,2.0,3.0,9.0
g5-g37,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,120.0,638.0,0.0,10.6333,13.0,0.0,0.089356,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,2.78389,6.0,0.903056,0.591667,0.195694,21.0,1.590909,0.0,17.5,0.0,5.0,2.0,269.0,4.0,4.0,6.0,22.0
g5-g38,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,121.0,210.0,0.0,3.47107,28.0,0.0,0.028926,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,2.23636,3.0,0.181682,0.07841,0.0,891.0,66.942149,65.289253,83.471077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0
g5-g40,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,121.0,3600.0,0.0,59.5041,65.0,0.0,0.495868,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,3.0,1.0,1.50413,2.0,0.499966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,1.0,0.0,8.0,203.0,11003.0
g5-g41,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,368.0,0.0,5.75,10.0,0.0,0.045276,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,4.59941,10.0,0.947266,0.852539,0.707886,1206.0,85.653409,84.375,98.4375,0.0,0.0,0.0,0.0,0.0,4.0,7.0,14.0
g5-g42,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,508.0,0.0,7.9375,10.0,0.0,0.0625,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,5.91154,14.0,0.930176,0.847168,0.741455,348.0,24.715909,20.3125,68.75,0.0,3.0,1.0,0.0,1.0,7.0,12.0,23.0
g5-g43,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,824.0,0.0,12.875,29.0,0.0,0.101378,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,0.0,3.50165,9.0,0.60437,0.478394,0.33667,258.0,18.323864,16.40625,37.5,0.0,3.0,2.0,0.0,0.0,5.0,13.0,98.0
g5-g44,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,892.0,0.0,13.9375,31.0,0.0,0.109744,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,0.0,2.16568,5.0,0.837158,0.25354,0.011963,159.0,11.292614,9.375,30.46875,0.0,8.0,1.0,35.0,0.0,6.0,13.0,103.0
g5-g45,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,894.0,9.0,13.8984,31.0,0.0,0.10999,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,0.0,2.17006,5.0,0.838013,0.256714,0.012085,259.0,18.394886,16.40625,38.28125,0.0,6.0,3.0,7.0,1.0,4.0,13.0,102.0
g5-g46,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,938.0,0.0,14.6562,26.0,0.0,0.115404,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,2.0,1.0,2.04491,3.0,0.877686,0.159058,0.0,8.0,0.568182,0.0,6.25,0.0,6.0,3.0,10.0,0.0,3.0,8.0,64.0
g5-g47,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,939.0,3.0,14.6484,26.0,0.0,0.115527,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,2.0,1.0,2.04712,3.0,0.87793,0.161011,0.0,41.0,2.911932,2.34375,8.59375,0.0,3.0,4.0,10.0,0.0,3.0,8.0,65.0
g5-g48,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,1000.0,0.0,15.625,27.0,0.0,0.123031,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,2.0,1.0,2.00381,3.0,0.870117,0.125854,0.0,3.0,0.213068,0.0,2.34375,0.0,8.0,5.0,2.0,0.0,4.0,9.0,80.0
g5-g49,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,1027.0,0.0,16.0469,20.0,0.0,0.126353,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,3.52313,8.0,0.866821,0.679565,0.462036,8.0,0.568182,0.0,6.25,0.0,5.0,3.0,0.0,0.0,3.0,10.0,90.0
g5-g50,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,128.0,3216.0,0.0,50.25,86.0,0.0,0.395669,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,3.0,1.0,1.92384,4.0,0.599609,0.247192,0.069824,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,0.0,5.0,173.0,9444.0
g5-g51,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,138.0,493.0,0.0,7.14493,71.0,0.0,0.052153,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,1.0,2.44843,5.0,0.940979,0.453896,0.038437,563.0,37.088274,32.608696,81.884056,0.0,3.0,1.0,0.0,0.0,3.0,11.0,59.0
g5-g52,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,161.0,356.0,0.0,4.42236,40.0,0.0,0.02764,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,0.0,3.3828,8.0,0.857992,0.650361,0.44435,1020.0,57.594579,54.037266,93.167702,0.0,0.0,0.0,0.0,2.0,3.0,3.0,12.0
g5-g53,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,168.0,836.0,0.0,9.95238,14.0,0.0,0.059595,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,2.0,1.0,2.77816,5.0,0.934807,0.660998,0.170068,64.0,3.463203,0.0,38.095238,0.0,36.0,34.0,2316.0,376.0,110.0,129.0,311.0
g5-g54,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,256.0,941.0,0.0,7.35156,22.0,0.0,0.02883,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,5.0,0.0,3.11824,6.0,0.839233,0.653748,0.293427,688.0,24.431818,19.921875,69.53125,0.0,9.0,0.0,2.0,2.0,9.0,10.0,52.0
g5-g55,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,256.0,962.0,0.0,7.51562,15.0,0.0,0.029473,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,5.0,1.0,3.16562,6.0,0.966736,0.788788,0.359772,421.0,14.950284,8.59375,78.515625,0.0,8.0,0.0,1.0,2.0,11.0,10.0,26.0
g5-g56,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,256.0,1000.0,0.0,7.8125,25.0,0.0,0.030637,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,5.0,0.0,3.07479,6.0,0.859406,0.6586,0.283356,637.0,22.620739,18.359375,65.234375,0.0,17.0,1.0,1.0,3.0,6.0,10.0,41.0
g5-g57,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,280.0,61.0,0.0,0.435714,7.0,0.0,0.001562,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,1.0,0.0,1.21795,2.0,0.000434,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0
g5-g58-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,280.0,387.0,1.0,2.76071,36.0,0.0,0.009908,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,3.0,0.0,3.33644,7.0,0.340077,0.282015,0.14602,2374.0,77.077922,75.35714,94.285713,0.0,173.0,179.0,1016.0,1.0,5.0,15.0,39.0
g5-g59-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,280.0,388.0,1.0,2.76786,47.0,0.0,0.009933,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,3.0,0.0,3.48577,9.0,0.406046,0.340434,0.176964,2428.0,78.831169,77.14286,95.714287,0.0,1.0,2.0,2.0,1.0,7.0,17.0,39.0
g5-g6,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,19.0,33.0,0.0,3.47368,10.0,0.0,0.192982,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,2.25146,4.0,0.764543,0.360111,0.060942,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g5-g60-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,280.0,1074.0,1.0,7.66786,70.0,0.0,0.027496,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,6.0,0.0,2.90538,6.0,0.865,0.635281,0.179107,1501.0,48.733766,46.07143,75.35714,0.0,6.0,6.0,1.0,1.0,12.0,50.0,315.0
g5-g61,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,331.0,930.0,0.0,5.61934,6.0,0.0,0.017028,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,5.0,1.0,9.57583,20.0,0.980002,0.948294,0.904044,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,13.0
g5-g62,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,377.0,962.0,0.0,5.10345,103.0,0.0,0.013573,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,8.0,1.0,3.58877,8.0,0.98381,0.789438,0.529125,2185.0,52.688691,48.541115,94.164459,0.0,5.0,0.0,2.0,3.0,25.0,17.0,80.0
g5-g63,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,400.0,2860.0,0.0,14.3,26.0,0.0,0.03584,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,23.0,1.0,3.46867,7.0,0.96175,0.7955,0.485625,50.0,1.136364,0.0,12.5,0.0,26.0,19.0,9.0,3.0,11.0,46.0,329.0
g5-g64,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,400.0,9960.0,0.0,49.8,165.0,0.0,0.124812,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,51.0,1.0,2.23575,4.0,0.873,0.334475,0.025188,6.0,0.136364,0.0,1.5,2.0,46.0,70.0,8.0,4.0,34.0,922.0,59205.0
g5-g65,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,435.0,2520.0,0.0,11.5862,12.0,0.0,0.026696,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,27.0,1.0,2.72983,4.0,0.971066,0.725961,0.028823,0.0,0.0,0.0,0.0,0.0,84.0,1.0,7.0,6.0,16.0,86.0,318.0
g5-g66-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,435.0,2664.0,144.0,11.9172,12.0,0.0,0.028222,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,27.0,1.0,2.72983,4.0,0.971066,0.725961,0.028823,0.0,0.0,0.0,0.0,0.0,65.0,3.0,6.0,5.0,12.0,82.0,240.0
g5-g67,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,462.0,1386.0,0.0,6.0,6.0,1.0,0.013015,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,13.0,1.0,4.10195,5.0,0.984848,0.919913,0.757576,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,11.0,29.0
g5-g68,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,462.0,6930.0,0.0,30.0,30.0,1.0,0.065076,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,57.0,1.0,2.73319,5.0,0.9329,0.608225,0.175325,0.0,0.0,0.0,0.0,1.0,63.0,29.0,5.0,4.0,19.0,179.0,4119.0
g5-g69,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,500.0,1479.0,0.0,5.916,12.0,0.0,0.011856,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,22.0,1.0,8.2421,16.0,0.986168,0.959528,0.915912,4793.0,87.145455,86.0,98.599998,0.0,3.0,5.0,4.0,9.0,16.0,37.0,81.0
g5-g7,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,20.0,100.0,0.0,10.0,10.0,1.0,0.526316,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,1.0,1.47368,2.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
g5-g70,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,501.0,756.0,0.0,3.01796,10.0,0.0,0.006036,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,17.0,0.0,10.4096,21.0,0.929207,0.916905,0.897128,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,9.0,16.0
g5-g71,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,501.0,1497.0,0.0,5.97605,18.0,0.0,0.011952,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,22.0,1.0,7.14825,13.0,0.986076,0.958171,0.908729,4602.0,83.505716,82.035927,98.20359,0.0,5.0,3.0,3.0,3.0,12.0,28.0,62.0
g5-g72,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,561.0,147.0,0.0,0.524064,17.0,0.0,0.000936,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,7.0,0.0,3.11838,8.0,0.012754,0.009609,0.005058,5879.0,95.26819,94.830658,99.643494,0.0,1.0,1.0,24.0,7.0,14.0,25.0,64.0
g5-g73-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,561.0,1629.0,1.0,5.8057,99.0,0.0,0.010371,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,29.0,0.0,3.32517,9.0,0.921407,0.793611,0.35005,3899.0,63.182628,60.962566,85.383247,0.0,7.0,6.0,4.0,6.0,34.0,114.0,558.0
g5-g74,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,585.0,1228.0,0.0,4.19829,113.0,0.0,0.007189,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,19.0,1.0,3.55758,4.0,0.991114,0.816802,0.745293,5167.0,80.29526,79.145302,91.794868,0.0,9.0,0.0,4.0,8.0,19.0,27.0,315.0
g5-g75,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,610.0,7438.0,0.0,24.3869,154.0,0.0,0.040044,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,32.0,0.0,2.58237,7.0,0.391094,0.220263,0.06057,2489.0,37.09389,36.393444,44.098362,2.0,62.0,8.0,14.0,18.0,42.0,518.0,49869.0
g5-g76,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,610.0,35465.0,0.0,116.279,256.0,0.0,0.190934,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,155.0,0.0,2.12389,4.0,0.749643,0.288019,0.019086,200.0,2.980626,2.95082,3.278688,10.0,214.0,48.0,109.0,28.0,160.0,16383.0,2742707.0
g5-g77,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,610.0,82562.0,0.0,270.695,360.0,0.0,0.444491,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,318.0,1.0,1.59555,3.0,0.554598,0.039979,0.0,0.0,0.0,0.0,0.0,19.0,748.0,178.0,377.0,91.0,542.0,111892.0,41140797.0
g5-g78,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,627.0,3545.0,0.0,11.3078,19.0,0.0,0.018064,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,67.0,1.0,4.8729,19.0,0.98037,0.898555,0.717637,532.0,7.713499,5.422647,30.622009,0.0,121.0,2.0,6.0,14.0,28.0,52.0,279.0
g5-g79,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,763.0,1902.0,0.0,4.98558,14.0,0.0,0.006543,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,42.0,1.0,5.61555,8.0,0.992155,0.958017,0.895448,2974.0,35.43429,30.144167,88.335518,0.0,54.0,2.0,5.0,10.0,56.0,31.0,81.0
g5-g80,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,891.0,318.0,0.0,0.713805,6.0,0.0,0.000802,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,23.0,0.0,5.91067,15.0,0.007039,0.006359,0.005719,0.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,14.0,22.0,30.0
g5-g81,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1010.0,5994.0,0.0,11.8693,12.0,0.0,0.011763,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,205.0,1.0,3.06555,5.0,0.987258,0.866376,0.209844,0.0,0.0,0.0,0.0,1.0,344.0,3.0,34.0,24.0,99.0,264.0,808.0
g5-g82-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1010.0,5994.0,0.0,11.8693,12.0,0.0,0.011763,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,210.0,1.0,3.06555,5.0,0.987258,0.866376,0.209844,0.0,0.0,0.0,0.0,0.0,342.0,3.0,25.0,21.0,82.0,255.0,807.0
g5-g83,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1024.0,5120.0,0.0,10.0,10.0,1.0,0.009775,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,162.0,1.0,5.00489,10.0,0.989258,0.945312,0.828125,0.0,0.0,0.0,0.0,0.0,311.0,4.0,14.0,25.0,29.0,74.0,309.0
g5-g84,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1024.0,61440.0,0.0,120.0,120.0,1.0,0.117302,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,747.0,1.0,2.35582,4.0,0.881836,0.427734,0.044922,0.0,0.0,0.0,0.0,15.0,678.0,82.0,159.0,50.0,276.0,23334.0,2757443.0
g5-g85,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1050.0,1574.0,0.0,2.9981,3.0,0.0,0.002858,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,90.0,1.0,8.09967,13.0,0.996192,0.990485,0.979142,0.0,100.0,0.0,0.0,0.0,2.0,1.0,10.0,11.0,22.0,35.0,50.0
g5-g86-normed,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1050.0,1576.0,2.0,3.0,3.0,1.0,0.002862,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,88.0,1.0,8.09967,13.0,0.996192,0.990485,0.979142,0.0,100.0,0.0,0.0,0.0,1.0,0.0,9.0,16.0,38.0,61.0,88.0
g5-g87,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1057.0,3561.0,0.0,6.73794,23.0,0.0,0.006381,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,128.0,0.0,5.16013,12.0,0.983245,0.939526,0.853035,2826.0,24.305496,18.921476,78.145699,2.0,174.0,1.0,13.0,35.0,93.0,76.0,271.0
g5-g88,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1057.0,4028.0,0.0,7.62157,22.0,0.0,0.007217,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,142.0,0.0,5.66995,14.0,0.988064,0.947504,0.864237,2047.0,17.605573,12.393567,69.725639,1.0,129.0,5.0,14.0,32.0,96.0,76.0,294.0
g5-g89,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,1.0,1092.0,2184.0,0.0,4.0,4.0,1.0,0.003666,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,110.0,1.0,5.7791,8.0,0.995421,0.984432,0.951465,0.0,100.0,0.0,0.0,0.0,1.0,4.0,9.0,10.0,40.0,50.0,63.0
g5-g90,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,2.0,1430.0,5005.0,0.0,7.0,7.0,1.0,0.004899,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,262.0,1.0,6.00551,11.0,0.994406,0.974825,0.92028,0.0,100.0,0.0,0.0,0.0,4.0,3.0,17.0,18.0,43.0,96.0,285.0
g5-g91,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,2.0,1446.0,3162.0,0.0,4.37344,219.0,0.0,0.003027,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,162.0,1.0,6.394,18.0,0.996284,0.964252,0.883107,9470.0,59.537282,55.809128,96.81881,3.0,55.0,18.0,47.0,86.0,259.0,529.0,1247.0
