Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_CCEHC2akms,algo_ahms-1.70,algo_LMHS-2016,algo_Optiriss6,algo_WPM3-2015-co,algo_WMaxSatz09,algo_maxino16-dis,algo_Naps-1.02-ms,algo_mscg2015b,algo_mscg2015a,algo_maxhs-b,algo_Open-WBO16,algo_QMaxSAT16UC,algo_maxino16-c10,algo_WMaxSatz+,algo_CCLS2akms,algo_QMaxSAT14,algo_ahms-ls-1.70,algo_Open-WBO15
b21-s_PathRelaxation_FS_25.wcnf,17443.0,50568.0,0.00935,1.0,0.0,1.0,1.0,0.34494,0.00013,1.13982,2e-05,0.00755,0.00753,0.00013,0.757,6e-05,0.02184,0.02179,0.49408,0.1811,0.00524,1.0,0.99476,0.49099,0.30438,0.0,1.0,1.0,0.00939,0.68355,0.99982,0.0001,0.0,0.0,0.00753,0.00753,0.83697,NaN,NaN,11.99,9.55,1.59,NaN,0.36,130.24,0.98,0.6,1.83,5.04,18.83,0.5,NaN,NaN,18.77,NaN,8.91
b21-s_PathRelaxation_FS_3.wcnf,17443.0,50564.0,0.00935,1.0,0.0,1.0,1.0,0.34497,0.00013,1.1379,2e-05,0.00748,0.00746,0.00013,0.74966,6e-05,0.02161,0.02156,0.49409,0.18111,0.00529,1.0,0.99471,0.491,0.30432,0.0,1.0,1.0,0.00939,0.68353,0.99982,0.0001,0.0,0.0,0.00746,0.00746,0.83696,NaN,NaN,31.54,159.69,5.5,NaN,29.92,685.88,1.44,20.81,13.11,155.59,160.42,2.56,NaN,NaN,121.32,NaN,44.9
b21-s_PathRelaxation_FS_4.wcnf,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.14171,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.18109,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699,NaN,NaN,18.06,25.34,3.12,NaN,3.85,340.73,1.05,0.84,5.07,7.38,79.13,0.57,NaN,NaN,73.14,NaN,13.57
b21-s_PathRelaxation_FS_5.wcnf,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699,NaN,NaN,13.74,17.05,4.38,NaN,2.37,132.82,1.2,3.6,10.74,16.24,48.43,0.98,NaN,NaN,41.03,NaN,25.93
b21-s_PathRelaxation_FS_6.wcnf,17427.0,50520.0,0.00936,1.0,0.0,1.0,1.0,0.34495,0.00013,1.14028,2e-05,0.00756,0.00754,0.00013,0.75697,6e-05,0.02186,0.02181,0.49408,0.18111,0.00524,1.0,0.99476,0.49098,0.30447,0.0,1.0,1.0,0.0094,0.68357,0.99982,0.0001,0.0,0.0,0.00754,0.00754,0.83698,NaN,NaN,20.39,66.38,2.16,NaN,2.52,150.06,1.17,5.54,3.63,33.11,49.6,1.8,NaN,NaN,63.11,NaN,32.36
b21-s_PathRelaxation_FS_7.wcnf,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699,NaN,NaN,14.49,16.65,4.25,NaN,2.34,129.65,1.19,3.55,10.82,16.32,46.31,1.14,NaN,NaN,38.13,NaN,25.54
b21-s_PathRelaxation_FS_8.wcnf,17427.0,50528.0,0.00936,1.0,0.0,1.0,1.0,0.3449,0.00013,1.14331,2e-05,0.00772,0.0077,0.00013,0.77165,6e-05,0.02232,0.02226,0.49408,0.18108,0.00513,1.0,0.99487,0.49094,0.30461,0.0,1.0,1.0,0.0094,0.68362,0.99982,0.0001,0.0,0.0,0.0077,0.0077,0.837,NaN,NaN,15.16,21.51,2.09,NaN,0.46,89.18,1.08,1.19,3.44,5.28,40.47,0.77,NaN,NaN,42.79,NaN,3.52
b21-s_PathRelaxation_FS_9.wcnf,17427.0,50524.0,0.00936,1.0,0.0,1.0,1.0,0.34493,0.00013,1.1418,2e-05,0.00764,0.00762,0.00013,0.76431,6e-05,0.02209,0.02203,0.49408,0.1811,0.00518,1.0,0.99482,0.49096,0.30453,0.0,1.0,1.0,0.0094,0.6836,0.99982,0.0001,0.0,0.0,0.00762,0.00762,0.83699,NaN,NaN,15.49,42.69,4.0,NaN,1.3,198.69,1.12,1.82,2.5,2.61,48.73,0.83,NaN,NaN,63.34,NaN,5.44
b21-s_PathRelaxation_Set_FS_1.wcnf,49684.0,148255.0,0.00374,1.0,0.0,1.0,1.0,0.33513,5e-05,1.1287,1e-05,0.00255,0.00254,5e-05,0.47648,2e-05,0.00759,0.00757,0.49838,0.18282,0.00529,1.0,0.99471,0.497,0.24522,0.0,1.0,1.0,0.00375,0.6617,0.98618,4e-05,0.0,0.0,0.00254,0.00254,0.81862,NaN,NaN,32.6,22.75,8.55,NaN,1.11,485.51,5.26,2.9,13.61,28.69,94.57,1.45,NaN,NaN,80.19,NaN,30.35
b21-s_PathRelaxation_Set_FS_10.wcnf,49693.0,151712.0,0.00365,1.0,0.0,1.0,1.0,0.32755,5e-05,1.3265,1e-05,0.00257,0.00256,5e-05,1.32256,2e-05,0.00783,0.00781,0.49829,0.18304,0.00513,1.0,0.99487,0.49139,0.26766,0.0,1.0,1.0,0.00366,0.66934,0.98643,4e-05,0.0,0.0,0.00256,0.00256,0.82268,NaN,NaN,367.25,195.92,17.91,NaN,43.54,1649.1,7.92,75.72,48.56,230.75,392.68,26.75,NaN,NaN,407.12,NaN,116.06
b21-s_PathRelaxation_Set_FS_11.wcnf,49694.0,152093.0,0.00364,1.0,0.0,1.0,1.0,0.32673,5e-05,1.34671,1e-05,0.00256,0.00256,5e-05,1.38168,2e-05,0.00783,0.00781,0.49828,0.18305,0.00513,1.0,0.99487,0.49079,0.26994,0.0,1.0,1.0,0.00365,0.67016,0.98646,4e-05,0.0,0.0,0.00255,0.00255,0.82312,NaN,NaN,331.92,71.79,21.91,NaN,21.36,1224.53,8.72,50.7,43.75,158.18,338.1,11.36,NaN,NaN,337.45,NaN,415.6
b21-s_PathRelaxation_Set_FS_12.wcnf,49695.0,152470.0,0.00363,1.0,0.0,1.0,1.0,0.32593,5e-05,1.36681,1e-05,0.00256,0.00255,5e-05,1.43676,2e-05,0.00783,0.00781,0.49827,0.1831,0.00513,1.0,0.99487,0.49019,0.27228,0.0,1.0,1.0,0.00364,0.67097,0.98648,4e-05,0.0,0.0,0.00254,0.00254,0.82355,NaN,NaN,229.35,343.87,25.94,NaN,70.82,1277.85,8.78,131.91,40.34,574.61,475.84,39.07,NaN,NaN,463.56,NaN,478.89
b21-s_PathRelaxation_Set_FS_2.wcnf,49685.0,148636.0,0.00373,1.0,0.0,1.0,1.0,0.33427,5e-05,1.15106,1e-05,0.00257,0.00256,5e-05,0.63141,2e-05,0.00767,0.00765,0.49837,0.18276,0.00524,1.0,0.99476,0.49637,0.24781,0.0,1.0,1.0,0.00373,0.66256,0.98621,4e-05,0.0,0.0,0.00256,0.00256,0.81907,NaN,NaN,212.36,137.19,18.15,NaN,40.59,1002.88,7.12,32.65,57.98,354.2,330.95,19.04,NaN,NaN,300.64,NaN,221.88
b21-s_PathRelaxation_Set_FS_3.wcnf,49686.0,149013.0,0.00372,1.0,0.0,1.0,1.0,0.33343,5e-05,1.17352,1e-05,0.00256,0.00256,5e-05,0.752,2e-05,0.00767,0.00765,0.49836,0.1828,0.00524,1.0,0.99476,0.49575,0.2503,0.0,1.0,1.0,0.00372,0.6634,0.98624,4e-05,0.0,0.0,0.00255,0.00255,0.81952,NaN,NaN,217.83,467.87,131.84,NaN,36.38,890.86,7.64,42.28,39.54,253.39,414.9,35.01,NaN,NaN,382.31,NaN,258.25
b21-s_PathRelaxation_Set_FS_4.wcnf,49687.0,149398.0,0.00371,1.0,0.0,1.0,1.0,0.33258,5e-05,1.19565,1e-05,0.00258,0.00258,5e-05,0.8591,2e-05,0.00775,0.00773,0.49835,0.1828,0.00518,1.0,0.99482,0.49512,0.25283,0.0,1.0,1.0,0.00371,0.66426,0.98626,4e-05,0.0,0.0,0.00257,0.00257,0.81998,NaN,NaN,393.37,235.99,25.76,NaN,17.97,1454.71,8.67,73.87,45.14,161.34,492.57,15.85,NaN,NaN,385.68,NaN,74.96
b21-s_PathRelaxation_Set_FS_5.wcnf,49688.0,149783.0,0.0037,1.0,0.0,1.0,1.0,0.33173,5e-05,1.21755,1e-05,0.00258,0.00257,5e-05,0.95356,2e-05,0.00775,0.00773,0.49834,0.18283,0.00518,1.0,0.99482,0.49449,0.25538,0.0,1.0,1.0,0.00371,0.66512,0.98629,4e-05,0.0,0.0,0.00256,0.00256,0.82043,NaN,NaN,337.65,197.94,30.11,NaN,36.57,790.92,14.75,42.31,69.07,277.82,490.26,83.58,NaN,NaN,532.04,NaN,204.57
b21-s_PathRelaxation_Set_FS_6.wcnf,49689.0,150164.0,0.00369,1.0,0.0,1.0,1.0,0.3309,5e-05,1.23893,1e-05,0.00257,0.00256,5e-05,1.03711,2e-05,0.00775,0.00773,0.49833,0.18286,0.00518,1.0,0.99482,0.49387,0.25788,0.0,1.0,1.0,0.0037,0.66596,0.98631,4e-05,0.0,0.0,0.00256,0.00256,0.82088,NaN,NaN,297.75,190.94,35.29,NaN,8.8,964.76,11.37,43.0,28.15,88.63,324.32,6.9,NaN,NaN,290.12,NaN,241.59
b21-s_PathRelaxation_Set_FS_7.wcnf,49690.0,150549.0,0.00368,1.0,0.0,1.0,1.0,0.33006,5e-05,1.26141,1e-05,0.00256,0.00256,5e-05,1.11542,2e-05,0.00775,0.00773,0.49832,0.1829,0.00518,1.0,0.99482,0.49325,0.2603,0.0,1.0,1.0,0.00369,0.66681,0.98634,4e-05,0.0,0.0,0.00255,0.00255,0.82133,NaN,NaN,357.58,142.81,103.16,NaN,12.57,1687.21,7.57,43.64,40.67,303.84,336.86,48.64,NaN,NaN,291.09,NaN,121.77
b21-s_PathRelaxation_Set_FS_8.wcnf,49691.0,150938.0,0.00367,1.0,0.0,1.0,1.0,0.32921,5e-05,1.28311,1e-05,0.00258,0.00258,5e-05,1.18948,2e-05,0.00783,0.00781,0.49831,0.18295,0.00513,1.0,0.99487,0.49262,0.26276,0.0,1.0,1.0,0.00368,0.66766,0.98637,4e-05,0.0,0.0,0.00257,0.00257,0.82179,NaN,NaN,279.38,167.01,18.2,NaN,12.88,818.32,7.61,78.65,43.36,242.67,370.58,25.33,NaN,NaN,417.44,NaN,111.07
b21-s_PathRelaxation_Set_FS_9.wcnf,49692.0,151323.0,0.00366,1.0,0.0,1.0,1.0,0.32838,5e-05,1.3044,1e-05,0.00258,0.00257,5e-05,1.25735,2e-05,0.00783,0.00781,0.4983,0.18299,0.00513,1.0,0.99487,0.49201,0.26531,0.0,1.0,1.0,0.00367,0.6685,0.9864,4e-05,0.0,0.0,0.00256,0.00256,0.82223,NaN,NaN,433.73,238.09,23.41,NaN,15.65,1506.2,7.88,159.73,31.47,57.24,439.88,45.71,NaN,NaN,400.73,NaN,180.68
b21_C-mbd14-0203.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58379,0.16824,0.25,0.85714,0.60714,0.60153,0.73895,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,1672.74,6.38,10.86,NaN,358.39,NaN,11.12,2.75,99.42,9.85,1480.75,8.05,NaN,NaN,1227.08,NaN,24.83
b21_C-mbd14-0204.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58397,0.1687,0.25,0.85714,0.60714,0.60211,0.73766,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,528.78,0.3,0.91,NaN,0.6,NaN,2.26,0.33,21.3,2.26,138.6,2.34,NaN,NaN,65.78,NaN,4.46
b21_C-mbd14-0205.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58361,0.1692,0.25,0.85714,0.60714,0.60129,0.7392,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,1197.53,6.64,2.45,NaN,5.71,NaN,2.82,1.05,161.98,5.09,195.25,8.92,NaN,NaN,232.24,NaN,3.18
b21_C-mbd14-0217.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58373,0.16925,0.25,0.85714,0.60714,0.60153,0.73895,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,1517.54,1.26,0.96,NaN,1.51,467.43,2.24,0.5,59.19,2.54,36.35,7.74,NaN,NaN,27.83,NaN,2.06
b21_C-mbd14-0218.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58374,0.16902,0.25,0.85714,0.60714,0.60164,0.73854,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b21_C-mbd14-0221.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58397,0.16834,0.25,0.85714,0.60714,0.60189,0.73821,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,1523.47,99.13,0.36,0.36,NaN,0.52,NaN,2.19,0.25,15.67,3.38,195.68,2.92,NaN,NaN,281.98,1614.17,3.3
b21_C-mbd14-0224.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58341,0.1697,0.25,0.85714,0.60714,0.60095,0.7397,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,319.62,0.21,0.12,NaN,0.53,NaN,1.75,0.5,26.28,2.09,23.04,1.31,NaN,NaN,27.31,NaN,1.82
b21_C-mbd14-0227.wcnf,24168.0,63673.0,0.05684,1.0,0.0,1.0,1.0,0.37956,0.0001,1.38541,5e-05,0.00309,0.00305,0.0001,0.31602,4e-05,0.00029,0.00025,0.58375,0.16922,0.25,0.85714,0.60714,0.60167,0.73849,0.0,1.0,1.0,0.07308,0.60974,0.94166,5e-05,0.0,0.0,0.00154,0.00154,0.45583,NaN,NaN,214.99,0.34,0.2,NaN,0.49,NaN,2.38,0.38,28.29,1.98,150.32,3.44,NaN,NaN,151.18,NaN,2.89
b22_C-mbd14-0204.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58538,0.16815,0.25,0.85714,0.60714,0.60167,0.73972,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,1211.82,1.04,0.88,NaN,0.98,NaN,4.12,0.67,99.21,3.61,232.46,6.59,NaN,NaN,206.85,NaN,1.52
b22_C-mbd14-0205.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58536,0.168,0.25,0.85714,0.60714,0.60156,0.74033,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,408.44,0.75,0.51,NaN,0.9,NaN,4.22,0.58,26.79,3.6,84.72,7.91,NaN,NaN,72.27,NaN,2.09
b22_C-mbd14-0207.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58544,0.1679,0.25,0.85714,0.60714,0.60156,0.74033,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,46.27,0.4,0.23,NaN,0.47,NaN,3.6,0.42,21.0,3.66,34.09,1.21,NaN,NaN,38.91,NaN,1.64
b22_C-mbd14-0208.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58526,0.16864,0.25,0.85714,0.60714,0.60144,0.74031,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,118.72,0.88,0.21,NaN,0.74,NaN,3.44,0.45,13.31,3.62,36.6,1.31,NaN,NaN,37.93,NaN,2.9
b22_C-mbd14-0210.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58514,0.16813,0.25,0.85714,0.60714,0.60122,0.74061,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,NaN,1.82,2.7,NaN,1.56,NaN,6.42,1.31,394.81,5.03,233.44,15.19,NaN,NaN,217.35,NaN,4.17
b22_C-mbd14-0211.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58553,0.16768,0.25,0.85714,0.60714,0.60183,0.7395,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,409.27,0.37,0.25,NaN,1.02,NaN,3.67,0.55,34.52,3.18,62.57,8.8,NaN,NaN,69.01,NaN,1.36
b22_C-mbd14-0213.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58574,0.16784,0.25,0.85714,0.60714,0.60229,0.7389,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,158.75,0.28,0.26,NaN,0.72,NaN,3.41,0.4,13.61,3.62,45.35,1.81,NaN,NaN,44.86,NaN,1.26
b22_C-mbd14-0215.wcnf,35538.0,93056.0,0.06028,1.0,0.0,1.0,1.0,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,0.0002,0.00017,0.58546,0.16818,0.25,0.85714,0.60714,0.60187,0.73943,0.0,1.0,1.0,0.07665,0.60307,0.94199,3e-05,0.0,0.0,0.0014,0.0014,0.45595,NaN,NaN,829.53,0.92,0.29,NaN,0.71,NaN,3.25,0.42,66.27,3.67,130.31,6.4,NaN,NaN,61.3,NaN,1.66
c1355_F1001gat-1048gat@1.wcnf,783.0,2564.0,0.03198,1.0,0.0,1.0,1.0,0.30538,0.00291,0.35427,0.00078,0.00858,0.0078,0.00291,0.36161,0.00128,0.04087,0.03959,0.42512,0.18289,0.2,0.7,0.5,0.40445,0.54177,0.0,1.0,1.0,0.04641,0.70632,0.98869,0.00231,0.0,0.00039,0.00702,0.00663,0.85101,NaN,26.61,0.16,0.02,0.04,NaN,0.02,0.09,0.02,0.03,0.09,0.03,0.03,0.02,NaN,NaN,0.02,27.95,0.03
c1355_F1001gat@1.wcnf,909.0,3252.0,0.02522,1.0,0.0,1.0,1.0,0.27952,0.00264,0.46737,0.00062,0.008,0.00738,0.00264,0.33782,0.0011,0.0352,0.0341,0.42723,0.17811,0.25,0.73333,0.48333,0.41298,0.53232,0.0,1.0,1.0,0.03782,0.60117,0.9714,0.00193,0.0,0.00031,0.00584,0.00554,0.79274,NaN,502.1,23.05,0.28,0.07,NaN,0.25,0.11,0.05,0.28,2.76,0.06,0.07,0.26,NaN,NaN,0.04,458.08,0.04
c1355_F1036gat-1229gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30719,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42497,0.18415,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,NaN,31.31,0.38,0.07,0.04,NaN,0.05,0.08,0.03,0.03,0.13,0.04,0.03,0.08,NaN,NaN,0.02,32.52,0.04
c1355_F106gat-409gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,30.78,0.92,0.03,0.03,NaN,0.05,0.24,0.06,0.04,0.1,0.13,0.07,0.04,NaN,NaN,0.07,25.69,0.12
c1355_F106gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,289.73,0.76,0.09,0.13,NaN,0.1,0.27,0.07,0.12,0.29,0.19,0.06,0.16,NaN,NaN,0.06,330.09,0.15
c1355_F113gat-1260gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,NaN,17.98,0.49,0.06,0.05,NaN,0.09,0.08,0.02,0.05,0.13,0.04,0.02,0.04,NaN,NaN,0.02,17.55,0.03
c1355_F1150gat@0.wcnf,783.0,2540.0,0.03228,1.0,0.0,1.0,1.0,0.30827,0.00289,0.32661,0.00079,0.00748,0.00669,0.00289,0.36091,0.00128,0.04087,0.03959,0.42477,0.18834,0.16667,0.70588,0.53922,0.40413,0.54381,0.0,1.0,1.0,0.04724,0.71339,0.99331,0.00231,0.0,0.00039,0.00709,0.00669,0.85394,NaN,36.6,0.49,0.05,0.05,NaN,0.13,0.07,0.03,0.04,0.12,0.04,0.03,0.04,NaN,NaN,0.02,38.68,0.04
c1355_F1183gat-1262gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18339,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,NaN,51.35,13.37,0.01,0.01,NaN,0.01,0.09,0.01,0.01,0.02,0.02,0.02,0.01,NaN,NaN,0.02,45.92,0.01
c1355_F120gat-414gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,59.73,0.38,0.04,0.03,NaN,0.04,0.27,0.06,0.03,0.1,0.12,0.07,0.04,NaN,NaN,0.06,49.83,0.12
c1355_F1229gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30791,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42493,0.18342,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,NaN,194.32,0.38,0.01,0.01,NaN,0.01,0.11,0.02,0.01,0.02,0.02,0.02,0.01,NaN,NaN,0.01,199.94,0.02
c1355_F127gat-418gat@1.wcnf,2192.0,10654.0,0.0077,1.0,0.0,1.0,1.0,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.0,1.0,1.0,0.01455,0.3364,0.92698,0.00077,0.0,9e-05,0.00507,0.00497,0.66416,NaN,38.47,0.73,0.05,0.05,NaN,0.05,0.26,0.06,0.03,0.1,0.12,0.04,0.05,NaN,NaN,0.06,30.33,0.12
c1355_F141gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,268.75,0.82,0.1,0.1,NaN,0.1,0.29,0.08,0.09,0.35,0.17,0.07,0.16,NaN,NaN,0.05,343.45,0.16
c1355_F155gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,242.32,0.87,0.15,0.17,NaN,0.28,0.27,0.08,0.06,0.39,0.17,0.09,0.12,NaN,NaN,0.07,279.96,0.15
