Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_ahms-1.68,algo_maxino-kdyn,algo_QMSAT15UC,algo_WPM3-2015-co,algo_LMHS-C,algo_CCEHC2akms,algo_CCLS2akms,algo_Open-WBO,algo_WMaxSatz+,algo_ratselfax-cnf,algo_ILP-2015,algo_QMSAT14,algo_optiriss-sel,algo_msUZK-pp,algo_msUZK-nopp,algo_ahms-ls-1.68,algo_toysat,algo_Open-WBO-R,algo_ahms-1.55,algo_LMHS-I,algo_Open-WBO-L,algo_maxino-k16,algo_WMaxSatz09,algo_mscg2015b,algo_mscg2015a,algo_MaxHS,algo_ahms-ls-1.55,algo_toysat_ls,algo_optiriss-def
pms_industrial/des/cnf.17.p.9.wcnf,112954.0,510752.0,0.01198,1.0,0.0,1.0,1.0,0.22115,2e-05,0.64604,1e-05,6e-05,5e-05,2e-05,0.3659,1e-05,6e-05,5e-05,0.35531,0.28311,0.22222,0.88889,0.66667,0.30957,0.96916,0.0,1.0,1.0,0.03379,0.78192,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.78192,NaN,470.074,NaN,121.033,NaN,NaN,NaN,102.435,NaN,NaN,NaN,653.815,NaN,NaN,NaN,NaN,NaN,424.152,NaN,NaN,822.545,174.123,NaN,391.465,114.988,1457.687,NaN,NaN,186.341
pms_industrial/des/cnf.17.t.10.wcnf,112400.0,511720.0,0.01219,1.0,0.0,1.0,1.0,0.21965,2e-05,0.647,1e-05,6e-05,5e-05,2e-05,0.37,1e-05,6e-05,5e-05,0.35211,0.27286,0.22222,0.71429,0.49206,0.3059,0.98239,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.7805,NaN,30.716,62.15,32.371,1601.457,NaN,NaN,21.58,NaN,NaN,790.936,29.185,346.841,743.277,813.795,NaN,NaN,48.709,NaN,353.278,53.267,34.476,NaN,52.66,52.544,292.965,NaN,NaN,20.615
pms_industrial/des/cnf.17.t.8.wcnf,108800.0,495320.0,0.01219,1.0,0.0,1.0,1.0,0.21966,2e-05,0.64713,1e-05,6e-05,6e-05,2e-05,0.36936,1e-05,6e-05,6e-05,0.35212,0.27307,0.22222,0.71429,0.49206,0.30581,0.98222,0.0,1.0,1.0,0.03666,0.78051,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.78051,NaN,11.791,18.893,12.248,NaN,NaN,NaN,5.915,NaN,NaN,372.3,12.427,170.018,360.892,873.483,NaN,681.664,30.282,NaN,791.24,15.706,13.768,NaN,31.414,24.716,32.974,NaN,NaN,10.791
pms_industrial/des/cnf.18.d.7.wcnf,83240.0,378880.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27342,0.22222,0.71429,0.49206,0.30552,0.98432,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051,NaN,12.243,22.797,14.127,289.568,NaN,NaN,7.656,NaN,NaN,118.314,20.606,57.918,394.698,521.6,NaN,NaN,24.615,NaN,76.367,22.388,15.694,NaN,21.003,20.123,44.764,NaN,NaN,16.478
pms_industrial/des/cnf.18.p.10.wcnf,124024.0,560857.0,0.01198,1.0,0.0,1.0,1.0,0.22113,2e-05,0.64501,1e-05,6e-05,5e-05,2e-05,0.36627,1e-05,6e-05,5e-05,0.35529,0.28308,0.18182,0.88889,0.70707,0.30962,0.96752,0.0,1.0,1.0,0.03376,0.78194,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78194,NaN,NaN,NaN,313.828,NaN,NaN,NaN,1110.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,843.817,NaN,NaN,NaN,NaN,NaN,1615.641,NaN,NaN,NaN,NaN,NaN
pms_industrial/des/cnf.18.p.8.wcnf,118120.0,534135.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64598,1e-05,6e-05,5e-05,2e-05,0.36491,1e-05,6e-05,5e-05,0.35529,0.28319,0.18182,0.88889,0.70707,0.30962,0.96809,0.0,1.0,1.0,0.03378,0.78192,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78192,NaN,238.004,1148.116,144.297,NaN,NaN,NaN,148.022,NaN,NaN,NaN,521.959,NaN,NaN,NaN,NaN,NaN,1070.68,NaN,NaN,455.772,246.235,NaN,182.571,119.016,NaN,NaN,NaN,472.659
pms_industrial/des/cnf.18.p.9.wcnf,121072.0,547481.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64598,1e-05,6e-05,5e-05,2e-05,0.3664,1e-05,6e-05,5e-05,0.35531,0.28304,0.22222,0.88889,0.66667,0.30963,0.96762,0.0,1.0,1.0,0.03376,0.78194,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78194,NaN,1281.753,NaN,1511.049,NaN,NaN,NaN,642.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,726.675,NaN,NaN,NaN,NaN,NaN,184.506,298.018,NaN,NaN,NaN,282.713
pms_industrial/des/cnf.18.t.9.wcnf,118160.0,537960.0,0.01219,1.0,0.0,1.0,1.0,0.21964,2e-05,0.64741,1e-05,6e-05,5e-05,2e-05,0.36967,1e-05,6e-05,5e-05,0.35209,0.27287,0.22222,0.71429,0.49206,0.30589,0.98326,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,4e-05,0.7805,NaN,24.622,32.756,22.682,165.506,NaN,NaN,19.186,NaN,NaN,557.21,18.946,102.319,895.083,730.779,NaN,682.889,45.554,NaN,112.563,24.318,21.149,NaN,60.573,55.3,33.524,NaN,NaN,20.348
pms_industrial/des/cnf.19.d.10.wcnf,94760.0,431360.0,0.01219,1.0,0.0,1.0,1.0,0.21968,2e-05,0.64766,1e-05,7e-05,6e-05,2e-05,0.37098,1e-05,7e-05,6e-05,0.35226,0.27322,0.22222,0.71429,0.49206,0.30548,0.98436,0.0,1.0,1.0,0.03667,0.78051,0.95122,2e-05,0.0,0.0,6e-05,6e-05,0.78051,NaN,10.351,26.666,14.588,223.246,NaN,NaN,13.262,NaN,NaN,157.021,16.635,58.091,404.995,474.362,NaN,397.48,28.117,NaN,81.633,19.548,11.405,NaN,36.854,25.961,32.854,NaN,NaN,18.2
pms_industrial/des/cnf.19.p.10.wcnf,132880.0,600905.0,0.01198,1.0,0.0,1.0,1.0,0.22113,2e-05,0.64499,1e-05,5e-05,5e-05,2e-05,0.36491,1e-05,5e-05,5e-05,0.35529,0.28303,0.22222,0.88889,0.66667,0.30962,0.96771,0.0,1.0,1.0,0.03374,0.78194,0.95207,1e-05,0.0,0.0,4e-05,4e-05,0.78194,NaN,1723.468,NaN,560.264,NaN,NaN,NaN,316.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,667.27,NaN,NaN,1271.803,NaN,NaN,291.438,1460.889,NaN,NaN,NaN,NaN
pms_industrial/des/cnf.19.p.8.wcnf,125500.0,567515.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64544,1e-05,6e-05,5e-05,2e-05,0.36721,1e-05,6e-05,5e-05,0.35528,0.28315,0.22222,0.88889,0.66667,0.30962,0.96756,0.0,1.0,1.0,0.03376,0.78192,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78192,NaN,104.663,1291.157,204.893,NaN,NaN,NaN,386.242,NaN,NaN,NaN,399.952,NaN,NaN,NaN,NaN,NaN,397.498,NaN,NaN,471.072,213.761,NaN,147.727,83.763,NaN,NaN,NaN,286.411
pms_industrial/des/cnf.19.p.9.wcnf,129190.0,584210.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64579,1e-05,5e-05,5e-05,2e-05,0.36952,1e-05,5e-05,5e-05,0.35528,0.2831,0.22222,0.88889,0.66667,0.30961,0.96769,0.0,1.0,1.0,0.03377,0.78191,0.95207,1e-05,0.0,0.0,4e-05,4e-05,0.78191,NaN,142.658,NaN,424.854,NaN,NaN,NaN,120.698,NaN,NaN,NaN,520.017,NaN,NaN,NaN,NaN,NaN,371.01,NaN,NaN,451.047,212.522,NaN,554.623,524.561,NaN,NaN,NaN,662.968
pms_industrial/des/cnf.19.t.7.wcnf,119600.0,544520.0,0.01219,1.0,0.0,1.0,1.0,0.21964,2e-05,0.64736,1e-05,6e-05,5e-05,2e-05,0.36852,1e-05,6e-05,5e-05,0.35208,0.27284,0.22222,0.71429,0.49206,0.30589,0.98343,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,4e-05,0.7805,NaN,24.395,66.641,30.111,786.622,NaN,NaN,19.017,NaN,NaN,162.686,44.304,301.082,1053.998,593.52,NaN,1381.954,46.682,NaN,161.299,45.523,28.507,NaN,49.14,59.772,121.296,NaN,NaN,32.09
pms_industrial/des/cnf.20.d.10.wcnf,97640.0,444480.0,0.01219,1.0,0.0,1.0,1.0,0.21967,2e-05,0.64768,1e-05,7e-05,6e-05,2e-05,0.37104,1e-05,7e-05,6e-05,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.9839,0.0,1.0,1.0,0.03667,0.78051,0.95122,2e-05,0.0,0.0,6e-05,5e-05,0.78051,NaN,15.927,23.632,16.655,65.94,NaN,NaN,11.854,NaN,NaN,137.755,20.562,47.673,643.802,426.078,NaN,NaN,28.373,NaN,65.468,18.233,18.056,NaN,33.364,38.111,34.628,NaN,NaN,11.616
pms_industrial/des/cnf.20.d.9.wcnf,97640.0,444480.0,0.01219,1.0,0.0,1.0,1.0,0.21967,2e-05,0.64768,1e-05,7e-05,6e-05,2e-05,0.37104,1e-05,7e-05,6e-05,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.9839,0.0,1.0,1.0,0.03667,0.78051,0.95122,2e-05,0.0,0.0,6e-05,5e-05,0.78051,NaN,19.041,94.972,11.728,335.195,NaN,NaN,9.969,NaN,NaN,128.159,17.154,51.17,560.818,912.146,NaN,NaN,22.057,NaN,105.999,18.285,32.73,NaN,41.836,31.411,85.297,NaN,NaN,9.038
pms_industrial/des/cnf.20.p.10.wcnf,142474.0,644312.0,0.01198,1.0,0.0,1.0,1.0,0.22113,2e-05,0.64607,1e-05,5e-05,4e-05,2e-05,0.36656,1e-05,5e-05,4e-05,0.35527,0.28308,0.22222,0.88889,0.66667,0.30963,0.96788,0.0,1.0,1.0,0.03372,0.78194,0.95207,1e-05,0.0,0.0,4e-05,4e-05,0.78194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1235.53,NaN,NaN,NaN,720.415,NaN,733.605,1324.065,NaN,NaN,NaN,NaN
pms_industrial/des/cnf.20.p.9.wcnf,129928.0,587549.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64563,1e-05,5e-05,5e-05,2e-05,0.3686,1e-05,5e-05,5e-05,0.35528,0.28313,0.22222,0.88889,0.66667,0.30961,0.9677,0.0,1.0,1.0,0.03377,0.78191,0.95207,1e-05,0.0,0.0,4e-05,4e-05,0.78191,NaN,NaN,NaN,1025.524,NaN,NaN,NaN,975.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,576.995,NaN,NaN,NaN,1396.803,NaN,999.219,1703.037,NaN,NaN,NaN,NaN
pms_industrial/des/cnf.20.t.10.wcnf,136160.0,619960.0,0.01219,1.0,0.0,1.0,1.0,0.21963,2e-05,0.64763,1e-05,5e-05,5e-05,2e-05,0.36912,1e-05,5e-05,4e-05,0.35204,0.27277,0.22222,0.71429,0.49206,0.30588,0.98307,0.0,1.0,1.0,0.03665,0.7805,0.95122,1e-05,0.0,0.0,4e-05,4e-05,0.7805,NaN,31.368,121.53,63.325,569.271,NaN,NaN,47.63,NaN,NaN,NaN,56.325,149.839,1599.614,1054.074,NaN,NaN,86.029,NaN,358.9,79.479,47.461,NaN,155.295,86.012,394.287,NaN,NaN,46.814
pms_industrial/des/cnf.20.t.8.wcnf,129680.0,590440.0,0.01219,1.0,0.0,1.0,1.0,0.21963,2e-05,0.64748,1e-05,5e-05,5e-05,2e-05,0.372,1e-05,5e-05,5e-05,0.35205,0.27276,0.22222,0.71429,0.49206,0.30588,0.9832,0.0,1.0,1.0,0.03665,0.7805,0.95122,1e-05,0.0,0.0,4e-05,4e-05,0.7805,NaN,31.108,65.069,31.345,359.536,NaN,NaN,19.057,NaN,NaN,493.864,37.58,82.711,912.846,NaN,NaN,NaN,49.863,NaN,139.275,40.736,26.231,NaN,45.142,49.114,136.744,NaN,NaN,21.466
pms_industrial/des/cnf.8.p.10.wcnf,53176.0,240293.0,0.01199,1.0,0.0,1.0,1.0,0.2213,4e-05,0.64624,2e-05,0.00013,0.00012,4e-05,0.36681,2e-05,0.00013,0.00011,0.35524,0.28332,0.22222,0.88889,0.66667,0.30921,0.96828,0.0,1.0,1.0,0.03402,0.7819,0.95206,3e-05,0.0,1e-05,0.00011,0.0001,0.7819,NaN,32.457,27.013,24.1,NaN,NaN,NaN,28.011,NaN,NaN,NaN,28.824,540.018,343.252,249.218,NaN,NaN,66.464,NaN,1063.068,36.578,89.85,NaN,25.051,16.435,602.343,NaN,NaN,45.311
pms_industrial/des/cnf.8.p.9.wcnf,51700.0,233615.0,0.01199,1.0,0.0,1.0,1.0,0.2213,4e-05,0.64631,2e-05,0.00014,0.00012,4e-05,0.36636,2e-05,0.00014,0.00012,0.35521,0.28355,0.22222,0.88889,0.66667,0.30925,0.96827,0.0,1.0,1.0,0.03404,0.78189,0.95206,3e-05,0.0,1e-05,0.00011,0.0001,0.78189,NaN,7.606,28.041,15.733,477.033,NaN,NaN,45.191,NaN,NaN,NaN,19.208,54.493,221.388,284.545,NaN,NaN,22.674,NaN,336.513,21.885,19.585,NaN,20.713,11.655,40.518,NaN,NaN,29.832
pms_industrial/des/cnf.9.p.10.wcnf,60556.0,273683.0,0.01198,1.0,0.0,1.0,1.0,0.22126,4e-05,0.64602,1e-05,0.00012,0.0001,4e-05,0.3657,2e-05,0.00012,0.0001,0.35529,0.2832,0.22222,0.88889,0.66667,0.30911,0.96903,0.0,1.0,1.0,0.03395,0.78193,0.95206,3e-05,0.0,1e-05,0.0001,9e-05,0.78193,NaN,74.595,36.661,17.955,1281.306,NaN,NaN,14.897,NaN,NaN,NaN,39.122,122.36,875.639,920.492,NaN,NaN,90.54,NaN,400.863,39.713,48.623,NaN,32.79,19.014,688.587,NaN,NaN,8.901
pms_industrial/des/cnf.9.p.9.wcnf,59080.0,267005.0,0.01198,1.0,0.0,1.0,1.0,0.22127,4e-05,0.64626,1e-05,0.00012,0.0001,4e-05,0.36693,2e-05,0.00012,0.0001,0.35527,0.28329,0.22222,0.88889,0.66667,0.30911,0.96883,0.0,1.0,1.0,0.03395,0.78193,0.95206,3e-05,0.0,1e-05,0.0001,9e-05,0.78193,NaN,37.611,62.106,48.483,NaN,NaN,NaN,27.918,NaN,NaN,NaN,31.406,114.414,952.241,1546.238,NaN,NaN,47.139,NaN,429.504,56.628,102.667,NaN,26.316,24.148,718.699,NaN,NaN,75.457
pms_industrial/haplotype-assembly/splitedReads_0.matrix.wcnf,12962.0,51450.0,0.2,1.0,0.0,1.0,1.0,0.25193,0.0002,1.83909,8e-05,0.0035,0.00342,0.0002,0.30763,8e-05,0.00023,0.00015,0.42057,0.09619,0.4,0.5,0.1,0.40001,0.81646,0.0,1.0,1.0,0.2,0.2,1.0,0.00012,0.0,2e-05,0.00212,0.0021,0.66566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,335.845,668.537,NaN,NaN,NaN,NaN
pms_industrial/haplotype-assembly/splitedReads_137.matrix.wcnf,11642.0,37730.0,0.2,1.0,0.0,1.0,1.0,0.30856,0.00022,1.0701,0.00011,0.00212,0.00201,0.00022,0.30773,9e-05,0.00026,0.00017,0.43515,0.10975,0.4,0.5,0.1,0.39998,0.81645,0.0,1.0,1.0,0.2,0.2,1.0,0.00013,0.0,3e-05,0.00133,0.0013,0.64606,NaN,1.076,0.709,0.204,7.237,NaN,NaN,0.072,NaN,NaN,88.31,5.196,0.223,NaN,NaN,NaN,4.698,1.122,NaN,4.934,4.375,1.051,NaN,3.112,0.52,8.208,NaN,182.01,0.547
pms_industrial/haplotype-assembly/splitedReads_158.matrix.wcnf,16983.0,52005.0,0.2,1.0,0.0,1.0,1.0,0.32656,0.00015,1.06923,8e-05,0.00146,0.00138,0.00015,0.30792,6e-05,0.00018,0.00012,0.43871,0.11106,0.4,0.5,0.1,0.40001,0.81648,0.0,1.0,1.0,0.2,0.2,1.0,9e-05,0.0,2e-05,0.00083,0.00081,0.64828,NaN,2.086,5.914,0.603,29.031,NaN,NaN,0.175,NaN,NaN,255.477,11.809,0.546,NaN,NaN,NaN,12.324,3.254,NaN,15.852,9.205,3.045,NaN,9.509,1.607,33.991,NaN,405.011,2.44
pms_industrial/haplotype-assembly/splitedReads_160.matrix.wcnf,19918.0,59200.0,0.2,1.0,0.0,1.0,1.0,0.33645,0.00013,1.06326,7e-05,0.00128,0.00122,0.00013,0.3076,5e-05,0.00015,0.0001,0.44053,0.11146,0.4,0.5,0.1,0.40001,0.81642,0.0,1.0,1.0,0.2,0.2,1.0,8e-05,0.0,2e-05,0.00079,0.00078,0.6473,NaN,2.919,4.384,0.606,32.244,NaN,NaN,0.219,NaN,NaN,486.942,10.839,0.659,NaN,NaN,NaN,13.642,2.591,NaN,16.777,7.243,3.214,NaN,11.933,1.972,23.586,NaN,561.475,2.928
pms_industrial/haplotype-assembly/splitedReads_18.matrix.wcnf,13050.0,42665.0,0.2,1.0,0.0,1.0,1.0,0.30587,0.0002,1.06604,9e-05,0.00188,0.00178,0.0002,0.30776,8e-05,0.00023,0.00015,0.43458,0.10947,0.4,0.5,0.1,0.39999,0.81647,0.0,1.0,1.0,0.2,0.2,1.0,0.00012,0.0,2e-05,0.00129,0.00127,0.64629,NaN,1.634,1.777,0.327,14.978,NaN,NaN,0.129,NaN,NaN,113.101,7.479,0.37,NaN,NaN,NaN,7.519,1.796,NaN,7.166,6.001,1.611,NaN,4.893,0.877,32.447,NaN,228.836,1.44
pms_industrial/haplotype-assembly/splitedReads_414.matrix.wcnf,14276.0,45940.0,0.2,1.0,0.0,1.0,1.0,0.31075,0.00018,1.04502,9e-05,0.00183,0.00174,0.00018,0.30769,7e-05,0.00021,0.00014,0.4356,0.10995,0.4,0.5,0.1,0.4,0.81647,0.0,1.0,1.0,0.2,0.2,1.0,0.00011,0.0,2e-05,0.00111,0.00109,0.6438,NaN,2.686,8.481,0.437,19.927,NaN,NaN,0.152,NaN,NaN,1516.782,12.357,0.465,NaN,NaN,NaN,9.321,7.038,NaN,11.676,9.088,2.456,NaN,7.149,1.211,31.915,NaN,282.714,2.749
pms_industrial/hs-timetabling/GreeceWesternGreeceUniversityInstance4.xml.wcnf,69783.0,557113.0,0.00637,1.0,0.0,1.0,1.0,0.12526,3e-05,0.90955,0.0,0.00015,0.00015,3e-05,0.63561,1e-05,0.00052,0.0005,0.34971,0.70358,0.04412,0.97222,0.9281,0.18443,1.33203,0.0,1.0,1.0,0.00753,0.85389,0.90437,3e-05,0.0,0.0,0.00011,0.00011,0.94656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pms_industrial/hs-timetabling/SouthAfricaWoodlands2009.xml.wcnf,160572.0,528321.0,0.00179,1.0,0.0,1.0,1.0,0.30393,1e-05,0.0,0.0,8e-05,8e-05,1e-05,0.3978,1e-05,6e-05,5e-05,0.40126,0.42766,0.03125,0.97674,0.94549,0.37245,0.71039,0.0,1.0,1.0,0.00639,0.77373,0.93011,1e-05,0.0,0.0,6e-05,6e-05,0.83812,NaN,12.25,29.059,16.346,34.287,NaN,NaN,26.599,NaN,NaN,NaN,192.436,79.66,140.417,192.022,NaN,219.595,81.587,NaN,34.988,205.704,12.381,NaN,14.801,13.415,5.768,NaN,NaN,14.702
pms_industrial/mbd/b14_C-mbd14-0209.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58032,0.17415,0.25,0.85714,0.60714,0.59724,0.73695,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,215.625,NaN,NaN,NaN,370.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,531.598,NaN,NaN,NaN,NaN,NaN,130.69,187.783,832.594,NaN,NaN,83.505
pms_industrial/mbd/b14_C-mbd14-0213.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58097,0.17359,0.25,0.85714,0.60714,0.59842,0.73505,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,17.531,282.851,10.773,NaN,NaN,NaN,7.979,NaN,NaN,NaN,77.099,NaN,NaN,NaN,NaN,NaN,34.422,NaN,156.089,75.438,44.89,NaN,4.262,14.775,182.416,NaN,NaN,8.934
pms_industrial/mbd/b14_C-mbd14-0218.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58097,0.17393,0.25,0.85714,0.60714,0.59849,0.73496,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,14.238,NaN,15.982,NaN,NaN,NaN,25.747,NaN,NaN,1701.889,409.209,NaN,NaN,NaN,NaN,NaN,55.906,NaN,827.281,572.148,23.955,NaN,46.047,4.905,253.85,NaN,NaN,22.517
pms_industrial/mbd/b14_C-mbd14-0225.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58061,0.17376,0.25,0.85714,0.60714,0.59753,0.73643,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,456.227,NaN,68.075,NaN,NaN,NaN,201.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.685,NaN,NaN,NaN,814.312,NaN,8.138,268.936,362.105,NaN,NaN,97.043
pms_industrial/mbd/b14_C-mbd14-0231.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58085,0.17322,0.25,0.85714,0.60714,0.59801,0.73571,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,395.972,1276.013,93.7,NaN,NaN,NaN,61.478,NaN,NaN,NaN,730.614,971.479,NaN,NaN,NaN,NaN,17.824,NaN,1798.023,560.456,96.528,NaN,13.113,29.217,214.073,NaN,NaN,39.427
pms_industrial/mbd/b14_C-mbd14-0248.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58023,0.17547,0.25,0.85714,0.60714,0.59721,0.73698,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,2.657,142.421,3.969,NaN,NaN,NaN,1.197,NaN,NaN,767.933,63.599,381.411,NaN,NaN,NaN,NaN,16.255,NaN,95.683,82.705,4.55,NaN,1.82,2.799,210.655,NaN,NaN,4.212
pms_industrial/mbd/b14_C-mbd14-0256.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58115,0.17311,0.25,0.85714,0.60714,0.59868,0.73467,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,37.571,NaN,132.54,NaN,NaN,NaN,8.736,NaN,NaN,1321.923,1778.699,NaN,NaN,NaN,NaN,NaN,14.962,NaN,1137.165,1726.045,44.94,NaN,51.384,10.024,187.249,NaN,NaN,23.741
pms_industrial/mbd/b14_C-mbd14-0259.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58082,0.17381,0.25,0.85714,0.60714,0.59814,0.73552,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,163.808,NaN,197.653,NaN,NaN,NaN,68.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.9,NaN,NaN,NaN,410.745,NaN,88.873,258.834,NaN,NaN,NaN,190.54
pms_industrial/mbd/b15_C-mbd14-0240.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59206,0.19397,0.25,0.85714,0.60714,0.59615,0.73634,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,234.285,NaN,67.208,865.666,NaN,NaN,64.946,NaN,NaN,832.822,NaN,NaN,NaN,NaN,NaN,NaN,52.057,NaN,1358.588,NaN,526.272,NaN,13.481,28.664,187.731,NaN,NaN,107.185
pms_industrial/mbd/b15_C-mbd14-0256.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59188,0.19394,0.25,0.85714,0.60714,0.59549,0.73729,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,0.366,9.168,0.214,36.458,NaN,NaN,0.095,NaN,NaN,63.741,16.278,3.722,NaN,NaN,NaN,NaN,0.621,NaN,6.062,21.442,0.353,NaN,0.725,0.249,9.192,NaN,NaN,0.588
