Instances,feature_ stats_varcount,feature_ stats_var_bool,feature_ stats_var_discrete,feature_ stats_var_bound,feature_ stats_var_sparsebound,feature_ stats_dom_0,feature_ stats_dom_25,feature_ stats_dom_50,feature_ stats_dom_75,feature_ stats_dom_100,feature_ stats_dom_mean,feature_ stats_dom_not2_2_ratio,feature_ stats_discrete_bool_ratio,feature_ stats_branchingvars,feature_ stats_auxvars,feature_ stats_auxvar_branching_ratio,feature_ stats_conscount,feature_ stats_arity_0,feature_ stats_arity_25,feature_ stats_arity_50,feature_ stats_arity_75,feature_ stats_arity_100,feature_ stats_arity_mean,feature_ stats_arity_mean_normalised,feature_ stats_cts_per_var_mean,feature_ stats_cts_per_var_mean_normalised,feature_ stats_alldiff_count,feature_ stats_alldiff_proportion,feature_ stats_sums_count,feature_ stats_sums_proportion,feature_ stats_or_atleastk_count,feature_ stats_or_atleastk_proportion,feature_ stats_ternary_count,feature_ stats_ternary_proportion,feature_ stats_binary_count,feature_ stats_binary_proportion,feature_ stats_reify_count,feature_ stats_reify_proportion,feature_ stats_table_count,feature_ stats_table_proportion,feature_ stats_lex_count,feature_ stats_lex_proportion,feature_ stats_unary_count,feature_ stats_unary_proportion,feature_ stats_nullary_count,feature_ stats_nullary_proportion,feature_ stats_element_count,feature_ stats_element_proportion,feature_ stats_minmax_count,feature_ stats_minmax_proportion,feature_ stats_occurrence_count,feature_ stats_occurrence_proportion,feature_ stats_multi_shared_vars,feature_ stats_edge_density,feature_ stats_Local_Variance,feature_ standard_deviation_of_node_degree,feature_ normalised_standard_deviation_of_node_degree,feature_ clustering_coefficient,feature_ minimum_degree,feature_ normalised_minimum_degree,feature_ maximum_degree,feature_ normalised_maximum_degree,feature_ median_degree,feature_ normalised_median_degree,feature_ mean_degree,feature_ normalised_mean_degree,feature_ width_of_ordering,feature_ normalised_width_of_ordering,feature_ width_of_graph,feature_ normalised_width_of_graph,feature_ SAC_literals,feature_ normalised_SAC_literals,feature_ stats_tightness_0,feature_ stats_tightness_25,feature_ stats_tightness_50,feature_ stats_tightness_75,feature_ stats_tightness_100,feature_ stats_tightness_mean,feature_ stats_tightness_mean_normalised,feature_ stats_literal_tightness_0,feature_ stats_literal_tightness_25,feature_ stats_literal_tightness_50,feature_ stats_literal_tightness_75,feature_ stats_literal_tightness_100,feature_ stats_literal_tightness_mean,feature_ stats_literal_tightness_coeff_of_variation,algo_standard,algo_learning
nmr_7_10_3.minion,70.0,0.0,70.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,70.0,0.0,0.0,960.0,4.0,4.0,4.0,4.0,20.0,4.19375,0.059911,57.514286,0.059911,0.0,0.0,0.0,0.0,945.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040265,1.0,0.471348,36.0,36.0,36.0,36.0,500.0,43.165625,0.044964,0.0,0.0,1.0,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,1.0,0.007142857142857143,1.810976,4.4,5.894737,6.597561,8.421053,5.606535,0.255621,0.270959,0.26496
nmr_7_10_4.minion,70.0,0.0,70.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,960.0,4.0,4.0,4.0,4.0,20.0,4.19375,0.059911,57.514286,0.059911,0.0,0.0,0.0,0.0,945.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040265,1.0,0.471348,20.0,20.0,20.0,20.0,506.0,27.453125,0.028597,0.0,0.0,1.0,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,1.0,0.004761904761904762,0.946429,2.265306,2.77027,3.284091,4.75,2.75572,0.277973,0.221965,0.249962
nmr_7_10_5.minion,70.0,0.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,70.0,0.0,0.0,960.0,4.0,4.0,4.0,4.0,20.0,4.19375,0.059911,57.514286,0.059911,0.0,0.0,0.0,0.0,945.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040265,1.0,0.471348,11.0,11.0,11.0,11.0,492.0,18.35625,0.019121,0.0,0.0,1.0,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,69.0,0.9857142857142858,1.0,0.0035714285714285713,0.762195,2.477778,3.061728,3.632353,5.964912,3.146412,0.305992,0.232965,0.246963
nmr_7_11_3.minion,77.0,0.0,77.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,77.0,0.0,0.0,1171.0,4.0,4.0,4.0,4.0,22.0,4.177626,0.054255,63.532468,0.054255,0.0,0.0,0.0,0.0,1155.0,0.986336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034836,1.0,0.462985,36.0,36.0,36.0,36.0,513.0,42.329633,0.036148,0.0,0.0,1.0,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,1.0,0.006493506493506494,1.802198,4.263158,5.803571,6.470588,8.206349,5.500967,0.259775,0.936856,0.497924
nmr_7_11_4.minion,77.0,0.0,77.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,77.0,0.0,0.0,1171.0,4.0,4.0,4.0,4.0,22.0,4.177626,0.054255,63.532468,0.054255,0.0,0.0,0.0,0.0,1155.0,0.986336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034836,1.0,0.462985,20.0,20.0,20.0,20.0,503.0,26.497011,0.022628,0.0,0.0,1.0,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,1.0,0.004329004329004329,0.870968,2.096154,2.556604,3.057692,4.484848,2.56466,0.286334,0.244962,0.266959
nmr_7_11_5.minion,77.0,0.0,77.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,77.0,0.0,0.0,1171.0,4.0,4.0,4.0,4.0,22.0,4.177626,0.054255,63.532468,0.054255,0.0,0.0,0.0,0.0,1155.0,0.986336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034836,1.0,0.462985,11.0,11.0,11.0,11.0,515.0,17.544833,0.014983,0.0,0.0,1.0,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,76.0,0.987012987012987,1.0,0.003246753246753247,0.774725,2.404412,3.0,3.603774,6.0,3.104231,0.312433,0.226964,0.254961
nmr_7_12_3.minion,84.0,0.0,84.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,84.0,0.0,0.0,1403.0,4.0,4.0,4.0,4.0,24.0,4.163934,0.049571,69.547619,0.049571,0.0,0.0,0.0,0.0,1386.0,0.987883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.012117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030583,1.0,0.455955,36.0,36.0,36.0,36.0,504.0,41.568781,0.029628,0.0,0.0,1.0,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,1.0,0.005952380952380952,1.8,3.898551,5.555556,6.148936,7.898551,5.215739,0.268099,3.247505,6.897956
nmr_7_12_4.minion,84.0,0.0,84.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,84.0,0.0,0.0,1403.0,4.0,4.0,4.0,4.0,24.0,4.163934,0.049571,69.547619,0.049571,0.0,0.0,0.0,0.0,1386.0,0.987883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.012117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030583,1.0,0.455955,20.0,20.0,20.0,20.0,491.0,25.707056,0.018323,0.0,0.0,1.0,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,1.0,0.003968253968253968,0.808824,1.924528,2.353659,2.797101,4.180556,2.356363,0.291267,0.261961,0.293955
nmr_7_12_5.minion,84.0,0.0,84.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,84.0,0.0,0.0,1403.0,4.0,4.0,4.0,4.0,24.0,4.163934,0.049571,69.547619,0.049571,0.0,0.0,0.0,0.0,1386.0,0.987883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.012117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030583,1.0,0.455955,11.0,11.0,11.0,11.0,505.0,16.750535,0.011939,0.0,0.0,1.0,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,83.0,0.9880952380952381,1.0,0.002976190476190476,0.76,2.154545,2.702128,3.322222,5.637681,2.846739,0.324117,0.245961,0.264959
nmr_7_5_3.minion,35.0,0.0,35.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,35.0,0.0,0.0,220.0,4.0,4.0,4.0,4.0,14.0,4.345455,0.124156,27.314286,0.124156,0.0,0.0,0.0,0.0,210.0,0.954545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122873,1.0,0.558378,36.0,36.0,36.0,36.0,516.0,57.363636,0.260744,0.0,0.0,1.0,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,1.0,0.014285714285714285,1.986486,6.960784,8.333333,9.592593,11.6,8.098969,0.225353,0.174973,0.19597
nmr_7_5_4.minion,35.0,0.0,35.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,35.0,0.0,0.0,220.0,4.0,4.0,4.0,4.0,14.0,4.345455,0.124156,27.314286,0.124156,0.0,0.0,0.0,0.0,210.0,0.954545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122873,1.0,0.558378,20.0,20.0,20.0,20.0,494.0,41.490909,0.188595,0.0,0.0,1.0,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,1.0,0.009523809523809525,1.662162,3.75,5.028571,5.676471,7.366667,4.737418,0.269983,0.178972,0.19597
nmr_7_5_5.minion,35.0,0.0,35.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,35.0,0.0,0.0,220.0,4.0,4.0,4.0,4.0,14.0,4.345455,0.124156,27.314286,0.124156,0.0,0.0,0.0,0.0,210.0,0.954545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122873,1.0,0.558378,11.0,11.0,11.0,11.0,494.0,32.609091,0.148223,0.0,0.0,1.0,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,34.0,0.9714285714285714,1.0,0.007142857142857143,0.810811,4.139535,5.44186,6.0,8.333333,5.137843,0.272198,0.175973,0.186971
nmr_7_6_3.minion,42.0,0.0,42.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,42.0,0.0,0.0,326.0,4.0,4.0,4.0,4.0,14.0,4.300613,0.102396,33.380952,0.102396,0.0,0.0,0.0,0.0,315.0,0.966258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.033742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090779,1.0,0.530345,36.0,36.0,36.0,36.0,501.0,51.53681,0.158088,0.0,0.0,1.0,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,1.0,0.011904761904761904,1.956522,6.0,7.243243,8.386364,10.222222,7.15328,0.228477,0.179972,0.203968
nmr_7_6_4.minion,42.0,0.0,42.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,42.0,0.0,0.0,326.0,4.0,4.0,4.0,4.0,14.0,4.300613,0.102396,33.380952,0.102396,0.0,0.0,0.0,0.0,315.0,0.966258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.033742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090779,1.0,0.530345,20.0,20.0,20.0,20.0,491.0,35.616564,0.109253,0.0,0.0,1.0,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,1.0,0.007936507936507936,1.358696,3.125,4.030303,4.7,6.305556,3.93244,0.273347,0.180972,0.203969
nmr_7_6_5.minion,42.0,0.0,42.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,42.0,0.0,0.0,326.0,4.0,4.0,4.0,4.0,14.0,4.300613,0.102396,33.380952,0.102396,0.0,0.0,0.0,0.0,315.0,0.966258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.033742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090779,1.0,0.530345,11.0,11.0,11.0,11.0,520.0,27.484663,0.084309,0.0,0.0,1.0,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,41.0,0.9761904761904762,1.0,0.005952380952380952,0.858696,3.59375,4.515152,5.15,7.454545,4.418959,0.271228,0.196969,0.203968
nmr_7_7_3.minion,49.0,0.0,49.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,49.0,0.0,0.0,453.0,4.0,4.0,4.0,4.0,14.0,4.264901,0.087039,39.428571,0.087039,0.0,0.0,0.0,0.0,441.0,0.97351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.02649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070601,1.0,0.50972,36.0,36.0,36.0,36.0,491.0,48.05298,0.106077,0.0,0.0,1.0,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,1.0,0.01020408163265306,1.890909,5.607143,6.866667,7.86,9.52381,6.687897,0.234024,0.189971,0.213967
nmr_7_7_4.minion,49.0,0.0,49.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,49.0,0.0,0.0,453.0,4.0,4.0,4.0,4.0,14.0,4.264901,0.087039,39.428571,0.087039,0.0,0.0,0.0,0.0,441.0,0.97351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.02649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070601,1.0,0.50972,20.0,20.0,20.0,20.0,491.0,32.476821,0.071693,0.0,0.0,1.0,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,1.0,0.006802721088435374,1.272727,2.814286,3.607143,4.25641,5.809524,3.545268,0.279292,0.19497,0.215967
nmr_7_7_5.minion,49.0,0.0,49.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,49.0,0.0,0.0,453.0,4.0,4.0,4.0,4.0,14.0,4.264901,0.087039,39.428571,0.087039,0.0,0.0,0.0,0.0,441.0,0.97351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.02649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070601,1.0,0.50972,11.0,11.0,11.0,11.0,475.0,23.291391,0.051416,0.0,0.0,1.0,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,48.0,0.9795918367346939,1.0,0.00510204081632653,0.818182,3.15,3.942308,4.552632,6.846154,3.913046,0.281221,0.186971,0.211967
nmr_7_8_3.minion,56.0,0.0,56.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,56.0,0.0,0.0,601.0,4.0,4.0,4.0,4.0,16.0,4.236273,0.075648,45.464286,0.075648,0.0,0.0,0.0,0.0,588.0,0.978369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.021631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057016,1.0,0.493942,36.0,36.0,36.0,36.0,521.0,46.141431,0.076774,0.0,0.0,1.0,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,1.0,0.008928571428571428,1.875,5.211538,6.474576,7.354839,9.0,6.216388,0.242176,0.20397,0.230965
nmr_7_8_4.minion,56.0,0.0,56.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,56.0,0.0,0.0,601.0,4.0,4.0,4.0,4.0,16.0,4.236273,0.075648,45.464286,0.075648,0.0,0.0,0.0,0.0,588.0,0.978369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.021631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057016,1.0,0.493942,20.0,20.0,20.0,20.0,492.0,30.198003,0.050246,0.0,0.0,1.0,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,1.0,0.005952380952380952,1.181818,2.57971,3.285714,3.857143,5.395833,3.224721,0.277238,0.19597,0.219966
nmr_7_8_5.minion,56.0,0.0,56.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,56.0,0.0,0.0,601.0,4.0,4.0,4.0,4.0,16.0,4.236273,0.075648,45.464286,0.075648,0.0,0.0,0.0,0.0,588.0,0.978369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.021631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057016,1.0,0.493942,11.0,11.0,11.0,11.0,477.0,21.056572,0.035036,0.0,0.0,1.0,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,55.0,0.9821428571428571,1.0,0.004464285714285714,0.78125,3.093023,3.844828,4.425926,6.844444,3.815311,0.287838,0.19597,0.221966
nmr_7_9_3.minion,63.0,0.0,63.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,63.0,0.0,0.0,770.0,4.0,4.0,4.0,4.0,18.0,4.212987,0.066873,51.492063,0.066873,0.0,0.0,0.0,0.0,756.0,0.981818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.018182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047381,1.0,0.481463,36.0,36.0,36.0,36.0,498.0,44.327273,0.057568,0.0,0.0,1.0,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,1.0,0.007936507936507936,1.856164,4.948276,6.293478,7.129032,8.745098,6.01181,0.246655,0.233964,0.238963
nmr_7_9_4.minion,63.0,0.0,63.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,63.0,0.0,0.0,770.0,4.0,4.0,4.0,4.0,18.0,4.212987,0.066873,51.492063,0.066873,0.0,0.0,0.0,0.0,756.0,0.981818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.018182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047381,1.0,0.481463,20.0,20.0,20.0,20.0,505.0,28.672727,0.037237,0.0,0.0,1.0,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,1.0,0.005291005291005291,1.1,2.443478,3.028571,3.560976,5.092593,3.002448,0.279091,0.208968,0.228965
nmr_7_9_5.minion,63.0,0.0,63.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,63.0,0.0,0.0,770.0,4.0,4.0,4.0,4.0,18.0,4.212987,0.066873,51.492063,0.066873,0.0,0.0,0.0,0.0,756.0,0.981818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.018182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047381,1.0,0.481463,11.0,11.0,11.0,11.0,493.0,19.576623,0.025424,0.0,0.0,1.0,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,62.0,0.9841269841269841,1.0,0.003968253968253968,0.780822,2.586957,3.194444,3.76,6.058824,3.264314,0.29941,0.20397,0.230965
nmr_8_10_3.minion,80.0,0.0,80.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,80.0,0.0,0.0,1276.0,4.0,4.0,4.0,4.0,20.0,4.172414,0.052155,66.55,0.052155,0.0,0.0,0.0,0.0,1260.0,0.987461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.012539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032081,1.0,0.459393,36.0,36.0,36.0,36.0,521.0,41.966301,0.032889,0.0,0.0,1.0,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,1.0,0.00625,1.801047,4.048193,5.622047,6.257576,8.0,5.278932,0.26464,2.239658,0.421935
nmr_8_10_4.minion,80.0,0.0,80.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,80.0,0.0,0.0,1276.0,4.0,4.0,4.0,4.0,20.0,4.172414,0.052155,66.55,0.052155,0.0,0.0,0.0,0.0,1260.0,0.987461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.012539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032081,1.0,0.459393,20.0,20.0,20.0,20.0,506.0,25.995298,0.020372,0.0,0.0,1.0,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,1.0,0.004166666666666667,0.907692,2.067416,2.515152,3.0,4.434783,2.519389,0.281938,0.234964,0.26396
nmr_8_10_5.minion,80.0,0.0,80.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,80.0,0.0,0.0,1276.0,4.0,4.0,4.0,4.0,20.0,4.172414,0.052155,66.55,0.052155,0.0,0.0,0.0,0.0,1260.0,0.987461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.012539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032081,1.0,0.459393,11.0,11.0,11.0,11.0,492.0,16.925549,0.013265,0.0,0.0,1.0,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,79.0,0.9875,1.0,0.003125,0.73822,2.393162,2.974684,3.546667,5.893939,3.070157,0.311776,0.233964,0.26096
nmr_8_11_3.minion,88.0,0.0,88.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,88.0,0.0,0.0,1557.0,4.0,4.0,4.0,4.0,22.0,4.157996,0.04725,73.568182,0.04725,0.0,0.0,0.0,0.0,1540.0,0.989082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.010918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027663,1.0,0.451942,36.0,36.0,36.0,36.0,521.0,41.259473,0.026499,0.0,0.0,1.0,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,1.0,0.005681818181818182,1.792453,3.907895,5.548387,6.153846,7.821918,5.190573,0.268929,22.16263,9.665535
nmr_8_11_4.minion,88.0,0.0,88.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,88.0,0.0,0.0,1557.0,4.0,4.0,4.0,4.0,22.0,4.157996,0.04725,73.568182,0.04725,0.0,0.0,0.0,0.0,1540.0,0.989082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.010918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027663,1.0,0.451942,20.0,20.0,20.0,20.0,503.0,25.202954,0.016187,0.0,0.0,1.0,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,1.0,0.003787878787878788,0.833333,1.913793,2.324176,2.794521,4.197368,2.348864,0.291368,0.258962,0.278958
nmr_8_11_5.minion,88.0,0.0,88.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,88.0,0.0,0.0,1557.0,4.0,4.0,4.0,4.0,22.0,4.157996,0.04725,73.568182,0.04725,0.0,0.0,0.0,0.0,1540.0,0.989082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.010918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027663,1.0,0.451942,11.0,11.0,11.0,11.0,515.0,16.258831,0.010442,0.0,0.0,1.0,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,87.0,0.9886363636363636,1.0,0.002840909090909091,0.75,2.318182,2.910377,3.488372,5.90411,3.017299,0.318119,0.252961,0.283957
