Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
sted3_0x1e3-147.cnf,6.149313501,0.057957237,6.0,7.0,0.421516436,0.08701555,0.265428373,3352.0,66628.0,1749.0,24325.0,0.916523728,1.739075026,0.071901336,0.321238193,0.806313044,0.0,1.0,1.825648447,0.002782926,0.190242235,0.001143511,0.004002287,1.322632816,0.0,0.016402878,0.062117163,0.002782926,0.808493165,0.000739979,0.010318602,4.232626736,0.055793871,0.110663331,0.0,0.926829268,2.259295857,0.000461941,0.88638174,4.111e-05,0.001808839,3.032937502,0.196217883,0.001726102,0.371652032,0.00061665,0.003741007,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.000571755,0.000571755,0.000571755,0.002858776,0.146728475,1.148492385,3.561e-05,0.969352714,0.385554706,0.008697117,0.21416931,0.025330051,0.086260164,0.077160975,0.826285405,1.84e-07,0.276885151,0.161226076,2.6963e-05,0.121743613,0.0016708,0.08336658,119.614325069,0.09824553,326.991735537,0.068564303,327.0,310.0,347.0,1.388925144,0.18247306,0.909162461,0.027779918,116.644012945,0.078084493,328.705501618,0.039822498,329.0,312.0,345.0,0.384807707,0.38176879,0.906126726,0.015416224,NaN,NaN,NaN,NaN,NaN,NaN,399.051,394.188,788.012,690.107,512.957,510.386,480.415,395.268,NaN,2320.23,241.53,1137.35,360.472,727.219,285.646,330.236,642.016,109.066,153.596,284.685,389.644,282.551,525.457,84.9793,741.409,421.785,175.546,805.215,2002.2,1421.79,4989.9,1388.21,NaN,NaN,NaN,NaN,61.7152,1748.32,1457.76,2077.94,3053.52,2067.8,312.112,187.169,NaN,NaN,NaN,363.11,1278.64,1625.28,1615.79,147.933,1201.05,922.95,1997.67,1231.16,1128.99,2839.72,476.701,628.756,480.617,712.907,NaN,4144.32,423.136,1975.11,477.206
sted4_0x1e3-124.cnf,5.88527017,0.056089907,5.0,7.0,0.387735709,0.096070228,0.293574362,2303.0,44853.0,1352.0,18684.0,0.703402367,1.400610148,0.072361379,0.312294706,0.827276809,0.0,1.0,1.819027039,0.003585916,0.188764705,0.00147929,0.005177515,1.320924145,0.0,0.011667737,0.061014772,0.003585916,0.717989092,0.000535217,0.012149433,4.340830114,0.056227875,0.110738985,0.0,0.869565217,2.250790817,0.000557663,0.84952801,5.3522e-05,0.002194391,2.928291686,0.181385142,0.002338013,0.331399847,0.000695782,0.004923999,0.008869878,0.300203987,0.000695782,0.019267823,5.271657607,0.489973473,0.244397804,0.076456876,0.870498084,3.878145751,0.0,0.0,0.0,0.0,0.0,0.140154548,1.187654485,1.2663e-05,0.938667094,0.384186808,0.006349308,0.208663899,0.018841731,0.073825612,0.068733531,0.838983341,5.5e-07,0.23845637,0.144099417,4.8423e-05,0.111845294,0.001392733,0.077013534,95.094049904,0.104071902,251.838771593,0.046301934,252.0,237.0,267.0,1.299474787,0.204017466,0.898102904,0.01972838,95.84787472,0.082963561,250.785234899,0.045597865,251.0,237.0,266.0,0.460952849,0.334716874,0.89778344,0.017696289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4196.68,634.133,1496.73,1556.49,863.988,1934.31,2808.87,3561.86,554.465,3197.01,NaN,305.856,422.84,2726.89,1590.47,528.367,342.299,204.11,1821.3,1463.86,483.019,924.483,1568.06,840.775,741.775,1762.22,1779.54,4715.04,NaN,4694.78,NaN,NaN,NaN,NaN,362.223,576.106,84.9714,NaN,3429.27,NaN,2687.25,283.906,NaN,NaN,NaN,1683.34,1328.23,3013.36,3004.64,693.745,1192.24,534.472,939.069,757.304,863.341,1349.34,674.539,791.106,690.337,300.349,NaN,NaN,880.358,2056.0,NaN
sted5_0x0-157.cnf,5.050253573,0.043258766,5.0,6.0,0.199261198,0.158959568,0.377069943,2345.0,58470.0,2170.0,49799.0,0.080645161,0.174119962,0.043575172,0.431382156,0.791391374,0.0,1.0,1.536593345,0.001671586,0.200163156,0.000921659,0.002764977,1.067906851,0.0,0.074117954,0.368160003,0.001671586,0.890734963,0.000341372,0.007951967,3.523085196,0.358508443,0.413411409,0.0,0.882352941,1.682562455,0.001038173,0.992000168,0.000160646,0.005301311,3.152646976,0.657483082,0.001284315,0.380295843,0.000361453,0.003012109,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002304147,0.408267441,1.112657798,6.5e-08,0.952152075,0.935215669,1.726e-05,0.931370404,0.00012388,0.018774612,0.201202727,0.957939078,4.427e-06,0.444514099,0.404015033,0.000141634,0.393194812,0.000176206,0.270246956,138.449640288,0.040069162,487.974820144,0.034314279,488.0,467.0,509.0,7.228684525,0.078786818,0.994447757,0.001577997,144.700534759,0.046814566,485.636363636,0.036273775,486.0,462.0,507.0,1.64003095,0.630209435,0.995670836,0.001992284,-512.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,651.25,1856.77,409.247,340.39,254.712,1039.84,NaN,715.821,41.379,895.369,122.869,760.982,724.081,150.703,2552.48,824.747,466.632,1713.16,909.107,1457.89,1358.56,912.084,180.585,1478.87,1292.98,481.101,1100.61,305.833,3003.89,315.675,4439.93,NaN,NaN,NaN,313.625,589.373,177.741,NaN,NaN,NaN,1590.7,275.388,NaN,NaN,NaN,526.681,3962.82,3135.44,3107.58,241.51,1823.63,1593.73,3146.41,992.358,1675.12,NaN,1792.56,41.8932,1793.98,748.614,NaN,4877.37,281.806,391.052,3568.13
sted6_0x0-135.cnf,5.038379531,0.040790199,4.0,6.0,0.189598374,0.181860964,0.424408746,1953.0,48918.0,1877.0,45306.0,0.040490144,0.07972454,0.041429391,0.426577054,0.790392261,0.0,1.0,1.534238778,0.001954507,0.190552382,0.00106553,0.00319659,1.034434443,0.0,0.058469077,0.345053635,0.001954507,0.903598986,0.000794597,0.008740564,2.937418362,0.360533331,0.414583793,0.0,0.87804878,1.455251881,0.001203149,1.019614711,0.000331082,0.005827043,2.424091044,0.648655807,0.001447283,0.374392298,0.000706308,0.00331082,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000532765,0.41017809,1.111177407,1.06e-07,0.948973172,0.934390708,0.000220934,0.931362393,0.000949162,0.028499146,0.197166932,0.971795585,8.585e-06,0.415530851,0.400039211,0.000144545,0.389918904,0.000163264,0.174690062,117.384615385,0.042962806,426.916666667,0.06898337,427.0,408.0,451.0,7.12240373,0.08567442,0.993969953,0.003012546,123.990654206,0.048842945,425.556074766,0.075847741,427.0,409.0,444.0,1.734779725,0.597549487,0.995708061,0.003502968,NaN,NaN,NaN,NaN,NaN,NaN,1625.15,1625.3,3920.96,2036.87,1685.64,3875.01,2374.02,3115.88,NaN,196.973,685.012,NaN,1531.35,1933.21,33.3182,3401.68,3975.2,1685.27,676.514,3288.82,2338.02,1677.89,2925.14,1025.5,2744.53,1922.01,2074.28,3941.34,3227.24,393.722,NaN,385.065,NaN,NaN,NaN,NaN,1626.81,2240.75,2206.93,NaN,NaN,NaN,3996.45,2449.98,NaN,NaN,NaN,3830.5,NaN,3800.03,3773.08,NaN,3631.88,1990.64,4008.69,1232.73,NaN,3037.45,322.41,1603.17,323.009,1918.53,NaN,NaN,3180.41,3440.97,NaN
sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness.cnf,11.316176471,0.059378691,9.0,12.0,0.979459616,0.030218074,0.10967023,110108.0,511516.0,85977.0,459839.0,0.280668086,0.112380638,0.186971962,0.322882335,0.691884487,0.0,1.0,1.108070854,3.6505e-05,0.604078338,2.3262e-05,0.001279412,0.982665576,0.0,0.167536899,0.797557406,3.6505e-05,1.735780182,1.5223e-05,0.001628831,2.427505398,0.053698773,0.095896396,0.0,0.90990991,1.463678133,1.8631e-05,2.176016666,2.175e-06,0.001463556,2.180187273,0.560172147,4.1997e-05,1.513595653,8.699e-06,0.001546193,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,2.3262e-05,0.000244251,0.000244251,0.000244251,0.299168881,0.900791382,0.0,0.999969692,0.747241104,0.001782804,0.435480899,0.048746792,0.274968729,0.045595809,0.982694768,0.0,0.275039015,0.119867081,0.00517481,0.065638272,0.020153133,0.026327745,20572.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532320393,0.0,1.51149954,0.0,16073.5,0.789437969,7914.0,1.414213562,7914.0,0.0,0.0,2.229183777,1.073805336,1.276936749,0.46050364,NaN,NaN,NaN,NaN,NaN,NaN,266.881,272.097,316.683,94.9147,96.6717,86.8999,91.0036,133.186,67.4101,473.31,237.955,245.563,106.848,115.86,127.586,53.9873,44.9551,196.764,113.341,85.6318,95.2716,82.6517,106.687,225.258,470.728,230.337,137.304,59.6565,91.9504,117.847,105.209,95.2989,136.01,597.45,607.534,605.203,170.926,119.245,113.435,101.062,40.442,60.896,54.6761,55.3814,146.272,154.965,157.981,116.125,102.955,482.85,485.53,402.076,294.801,208.997,315.724,239.373,327.258,297.29,120.792,124.987,120.935,120.568,NaN,51.2096,81.0584,63.9839,43.8771
sv-comp19_prop-reachsafety.queue_longer_false-unreach-call.i-witness.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1436.61,1334.26,1356.07,1600.55,1408.63,1387.31,NaN,137.754,436.577,66.9873,1353.29,1247.61,1227.04,1224.47,1150.36,1250.22,1250.34,1290.64,1359.61,1280.75,1329.54,1312.81,3741.45,1643.16,1293.59,1168.49,1190.98,94.1002,94.0548,93.9325,94.0752,NaN,NaN,NaN,1404.18,1398.67,1400.41,NaN,79.3355,NaN,NaN,NaN,1411.13,1331.28,1328.59,1359.11,1151.08,1025.91,961.154,1008.78,113.992,114.067,113.805,113.034,114.405,113.283,1257.04,1235.12,1258.17,1247.54,124.036,124.089,NaN,1194.91,127.347
traffic_kkb_unknown.cnf,6.34698521,0.172295706,4.0,8.0,1.43776934,0.264674325,0.567296114,34510.0,701694.0,31688.0,697544.0,0.089055794,0.005949445,0.045427959,0.054260015,2.874604814,0.0,1.0,0.44232253,0.000117959,0.157041111,6.3115e-05,0.000252461,0.627019913,0.0,0.071605519,0.192889624,0.000117959,1.514992762,7.168e-06,0.001148315,4.853522565,0.031352431,0.050648845,0.0,0.555555556,1.835948162,9.828e-06,2.389967449,1.434e-06,0.000646554,2.359373485,0.125382772,0.000139681,1.116044224,8.602e-06,0.00076841,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.003723807,0.015337036,0.050429185,0.050429185,0.050429185,0.144761715,1.26073096,0.0,0.93873575,0.413398913,0.002784784,0.208955821,0.016570719,0.065690179,0.037718073,1.6246675,0.0,0.35669039,0.141959686,0.0,0.056338717,7.6e-08,0.002579764,19303.3333333,1.721911788,6394.0,0.866218697,9474.0,0.0,9474.0,0.935383221,0.872090768,0.627829041,0.866038263,732.5,0.329864496,9648.25,0.010493459,9665.5,9511.0,9685.0,0.767600404,0.502850892,0.949915297,0.003371085,NaN,NaN,NaN,NaN,NaN,NaN,149.887,149.216,235.075,171.606,167.005,181.762,178.298,184.504,53.3719,185.983,197.649,173.494,165.077,164.26,157.806,231.936,224.266,152.721,163.133,138.733,154.559,147.912,158.419,182.469,780.048,248.891,155.512,162.45,288.651,209.027,317.592,232.909,339.381,NaN,NaN,NaN,148.188,179.869,181.502,328.501,146.696,172.563,144.916,151.315,402.756,405.76,409.164,179.5,288.448,238.986,232.792,244.854,230.433,235.06,237.695,230.121,230.852,228.919,153.455,152.467,152.704,157.334,NaN,136.112,237.613,291.563,139.777
tseitingrid7x165_shuffled.cnf,86.999566912,0.000239154,86.0,87.0,0.003787074,0.704835086,0.952071755,2310.0,9240.0,2310.0,9240.0,0.0,0.0,0.25,0.37034632,0.907048351,0.0,1.0,0.984089288,0.001731602,0.0,0.001731602,0.001731602,0.0,0.0,0.0,0.0,0.001731602,0.0,0.001731602,0.001731602,0.0,0.0,0.0,0.0,0.0,0.0,0.000529038,0.431281473,0.00021645,0.000865801,1.034974039,0.305519481,0.000649351,0.0,0.000649351,0.000649351,0.002489177,0.0,0.002489177,0.002489177,0.0,0.420289855,0.0,0.420289855,0.420289855,0.0,0.0,0.0,0.0,0.0,0.012554113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383134632,0.000110493,0.383057374,0.383330356,0.383195482,0.383085003,0.383163071,0.38310034,0.383127588,8.378708551,0.801228559,215.389179756,0.045440746,215.0,203.0,227.0,0.499257609,0.221496736,0.754320063,0.028204747,3.655367232,0.601705969,215.992467043,0.044341761,216.0,205.0,228.0,0.271782108,0.33451045,0.749797146,0.02465856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185.949,181.745,NaN,182.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tseitingrid7x185_shuffled.cnf,96.99961375,0.000202572,96.0,97.0,0.00342172,0.693588596,0.88957336,2590.0,10360.0,2590.0,10360.0,0.0,0.0,0.25,0.371235521,0.902227997,0.0,1.0,0.982328798,0.001544402,0.0,0.001544402,0.001544402,0.0,0.0,0.0,0.0,0.001544402,0.0,0.001544402,0.001544402,0.0,0.0,0.0,0.0,0.0,0.0,0.000473905,0.432846574,0.00019305,0.000772201,1.040676905,0.306853282,0.000579151,0.0,0.000579151,0.000579151,0.002220077,0.0,0.002220077,0.002220077,0.0,0.420289855,0.0,0.420289855,0.420289855,0.0,0.0,0.0,0.0,0.0,0.008880309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383134143,0.000107224,0.383061279,0.383294382,0.383193258,0.38308609,0.383163452,0.383099974,0.383127603,8.634743875,0.492200556,243.129175947,0.043532013,243.0,231.0,256.0,0.479906156,0.190389631,0.755350937,0.023539875,4.160220994,0.495935913,242.787292818,0.041149861,243.0,229.0,255.0,0.264696639,0.295408709,0.751327337,0.022248151,0.0,0.053474903,2.889667888,0.0,0.5,0.893050193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185.267,180.196,NaN,178.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,3.08411215,0.089995409,3.0,4.0,0.288699544,0.597004914,0.832366012,456.0,15307.0,429.0,15280.0,0.062937063,0.001767016,0.028075916,0.450858046,0.662901098,0.0,1.0,1.223444598,0.010899877,1.000961614,0.004662005,0.06993007,0.666426446,0.0,0.050719895,0.873363874,0.010899877,0.756424186,0.001963351,0.020942408,1.411978569,0.233612936,0.373735208,0.0,0.833333333,0.592688938,0.00315982,0.867743671,0.0,0.008900524,4.335682451,0.464201571,0.00750894,0.548299276,0.002617801,0.01263089,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.023310023,0.13986014,0.403263403,0.403263403,0.836001058,0.031235996,0.783253872,0.896661251,0.880983752,0.815255832,0.836896929,0.82076264,0.825606726,0.087381373,0.726864622,0.011731695,0.193462041,0.169604869,0.017098916,0.160074543,0.019294091,0.082773982,2.632754342,0.368489848,127.909842845,0.096337285,128.0,113.0,143.0,12.828814057,0.15043763,0.999312094,0.000628023,2.44732577,0.365966682,128.015397083,0.095131332,128.0,113.0,143.0,10.175722984,0.324791615,0.999208757,0.000633079,0.316884817,0.117715618,1.802088997,0.0,0.5,0.764568765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
uum12.smt2.cnf,5.896842105,0.059230127,5.0,7.0,0.437624939,0.334541183,0.757656825,4138.0,11015.0,476.0,2800.0,7.693277311,2.933928571,0.17,0.412785714,0.659022994,0.0,1.0,1.274562261,0.007436975,0.230454266,0.004201681,0.031512605,0.808649868,0.0,0.009642857,0.492142857,0.007436975,0.937485646,0.003571429,0.040714286,2.215803308,0.014960164,0.072576797,0.0,0.666666667,0.471945533,0.002190876,1.130315885,0.000714286,0.011785714,1.708653903,0.27,0.003780012,1.032817832,0.001785714,0.018928571,0.022364286,0.490733103,0.006785714,0.068214286,4.232635162,0.157524924,0.393991891,0.064040404,0.359911406,2.896833913,0.0,0.004201681,0.052521008,0.775210084,0.775210084,0.040447044,2.295509389,0.0,0.419353369,0.111576577,0.0,0.023192711,0.0,4.7593e-05,0.075896967,0.763067756,5.5e-08,0.332113135,0.130934998,6.3373e-05,0.093568976,0.045079497,0.071050051,31.371388499,0.236883353,69.601683029,0.078433032,70.0,62.0,77.0,0.80556659,0.270843691,0.797823031,0.052870411,29.73046729,0.164701008,69.649719626,0.076247952,70.0,63.0,77.0,0.338342502,0.382136382,0.791016473,0.044923026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4111.71,3760.99,2217.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
velev-dlx-uns-1.0-05.cnf,4.0,0.0,4.0,4.0,0.0,0.0831031,0.191574951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.941860899,0.188125349,0.0,1.0,1.0,0.887065088,1.0,0.974654286,1.0,0.039042376,2.262722097,0.0,0.5,0.149417059,0.0,0.030857099,0.0,0.0,148782.0,0.0,0.0,0.0,0.0,0.0,0.0,294.978246753,0.0,1.1637607,0.0,117112.0,0.0,0.0,0.0,0.0,0.0,0.0,195.788210075,0.0,1.128222197,0.0,NaN,NaN,NaN,NaN,NaN,NaN,2606.59,2661.55,269.707,483.508,403.81,457.424,418.526,429.001,385.864,119.48,274.749,96.1295,2632.53,2698.53,2648.32,283.912,245.42,3165.47,3675.19,339.971,420.155,328.764,284.178,2686.6,2644.38,2747.23,2612.28,265.711,281.0,663.735,674.06,650.452,659.836,NaN,NaN,NaN,2655.62,659.857,567.968,503.238,242.677,270.629,338.037,510.078,370.193,368.222,366.042,378.595,274.389,691.798,698.435,285.612,212.069,217.759,215.435,205.516,212.18,202.601,2615.51,2642.37,2617.67,2648.75,NaN,153.95,332.266,308.67,161.524
