Instances,feature_ EXIST_VARS,feature_ FORALL_VARS,feature_ TOTAL_VARS,feature_ CLAUSES,feature_ LITERALS,feature_ EXIST_SET,feature_ FORALL_SET,feature_ TOTAL_SET,feature_ UNARY_CLAUSES,feature_ BINARY_CLAUSES,feature_ TERNARY_MORE_CLAUSES,feature_ POS_HORN,feature_ NEG_HORN,feature_ EXIST_LIT_PER_CLAUSE,feature_ FORALL_LIT_PER_CLAUSE,feature_ EXIST_VARS_PER_SET,feature_ FORALL_POS_LITS_PER_CLAUSE,feature_ FORALL_NEG_LITS_PER_CLAUSE,feature_ OCCS_POS_NO_PER_VAR,feature_ OCCS_FORALL_NO_PER_VAR,feature_ OCCS_FORALL_POS_NO_PER_VAR,feature_ W_OCCS_POS_NO_PER_VAR,feature_ W_OCCS_FORALL_NO_PER_VAR,feature_ W_OCCS_FORALL_POS_NO_PER_VAR,feature_ W_PRODUCTS,feature_ LITN_LIT,feature_ LITEP_LIT,feature_ LITEN_LITE,feature_ LITEN_LITN,feature_ LITFN_LIT,feature_ LITFP_LITFN,feature_ OCCP_OCCN,feature_ OCCE_OCC,feature_ OCCEN_OCC,feature_ OCCFP_OCCF,feature_ OCCEN_OCCE,feature_ OCCEN_OCCN,feature_ OCCFP_OCCFN,feature_ TERMORE_CLAUSE,feature_ NEG_HORN_CLAUSE,feature_ WOCCN_WOCC,feature_ WOCCEP_WOCC,feature_ WOCCFN_WOCC,feature_ WOCCEP_WOCCE,feature_ WOCCEP_WOCCP,feature_ WOCCFN_WOCCN,algo_bcghostq,algo_brareqs,algo_cbdepqbf,algo_cghostq,algo_depqbf,algo_dual_ooq13,algo_ghostq,algo_hiqqer1,algo_hiqqer3,algo_ooq13,algo_pre_dual_ooq13,algo_rareqs,algo_sqube,algo_xbdepqbf
eval2012r2/Core1108_tbm_02.tex.moduleQ3.2S.000099,1436.0,150.0,1586.0,4993.0,14563.0,10.0,10.0,20.0,0.0,1413.0,3580.0,4115.0,1434.0,2.384939,0.531744,143.6,0.302423,0.229321,3.180328,17.7,10.066667,33.291299,131.5,84.333333,146.357939,0.653643,0.24267,0.703225,0.879714,0.078624,1.318777,0.529888,0.903102,0.635084,0.568738,0.703225,0.971606,1.318777,0.717004,0.287202,0.637972,0.304048,0.512917,0.318348,0.839847,0.80398,26.6201,NaN,31.3861,24.5626,6.79279,18.8766,NaN,10.8825,19.3049,NaN,0.909369,NaN,14.5679,28.3823
eval2012r2/Core1108_tbm_03.tex.module.000034,618.0,170.0,788.0,1787.0,5038.0,10.0,10.0,20.0,0.0,772.0,1015.0,1244.0,784.0,2.052602,0.766648,61.8,0.43089,0.335758,2.661168,8.058824,4.529412,30.34264,70.588235,42.941176,86.488673,0.583763,0.263398,0.638222,0.795988,0.119095,1.283333,0.713023,0.928344,0.59249,0.562044,0.638222,1.014949,1.283333,0.567991,0.438724,0.553084,0.395871,0.407213,0.400241,0.885784,0.736258,451.898,NaN,95.8436,447.895,23.6625,14.1305,NaN,85.6782,91.6288,NaN,NaN,NaN,NaN,88.8346
eval2012r2/Core1108_tbm_09.tex.moduleQ3.2S.000010,2944.0,205.0,3149.0,10274.0,30387.0,10.0,10.0,20.0,0.0,2630.0,7644.0,8666.0,2658.0,2.548861,0.408799,294.4,0.245766,0.163033,3.078438,20.487805,12.317073,32.799301,160.731707,111.585366,166.779891,0.680982,0.235923,0.726238,0.919055,0.055122,1.507463,0.468468,0.921792,0.66944,0.60119,0.726238,0.983051,1.507463,0.744014,0.258711,0.664376,0.279487,0.502898,0.292623,0.832737,0.756948,NaN,NaN,37.0147,NaN,3.26722,0.428206,NaN,14.4266,24.5718,NaN,17.0511,NaN,20.9926,24.136
eval2012r2/Core1108_tbm_21.tex.moduleQ3.2S.000024,1250.0,150.0,1400.0,4266.0,12369.0,10.0,10.0,20.0,0.0,1252.0,3014.0,3475.0,1271.0,2.345054,0.554383,125.0,0.321144,0.23324,3.09,15.766667,9.133333,33.0,121.833333,80.0,135.44,0.650255,0.238985,0.704518,0.87629,0.080443,1.376884,0.537859,0.905852,0.638189,0.579281,0.704518,0.981445,1.376884,0.706517,0.297937,0.63074,0.30615,0.468103,0.320105,0.829091,0.742149,502.791,NaN,80.3802,498.499,6.19769,44.7307,NaN,6.48737,11.9683,NaN,5.6008,NaN,844.034,26.7382
eval2012r2/Core1108_tbm_21.tex.moduleQ3.2S.000027,1245.0,150.0,1395.0,4256.0,12344.0,10.0,10.0,20.0,0.0,1242.0,3014.0,3470.0,1261.0,2.347039,0.553336,124.5,0.320724,0.232613,3.090323,15.7,9.1,32.949821,120.833333,79.5,135.855422,0.650762,0.238658,0.705076,0.876758,0.080201,1.378788,0.536661,0.906715,0.639303,0.579618,0.705076,0.982392,1.378788,0.708177,0.296288,0.631469,0.305802,0.462297,0.319325,0.829788,0.732098,NaN,NaN,150.153,NaN,101.43,145.017,NaN,89.1617,86.2416,NaN,372.065,NaN,NaN,160.118
eval2012r2/TOILET10.1.iv.20,850.0,4.0,854.0,3588.0,8432.0,2.0,1.0,3.0,13.0,2848.0,727.0,3250.0,1623.0,2.238573,0.111483,425.0,0.069677,0.041806,3.086651,100.0,62.5,7.587822,200.0,125.0,40.085882,0.687381,0.28297,0.702938,0.97412,0.017789,1.666667,0.454796,0.957044,0.672743,0.625,0.702938,0.978704,1.666667,0.20262,0.452341,0.618824,0.35342,3.767647,0.369136,0.927182,6.088403,1.2589,0.224645,0.265234,1.06306,0.021537,482.929,3.21967,6.66045,7.7866,9.02378,0.070561,0.048118,NaN,0.377068
eval2012r2/TOILET16.1.iv.32,2128.0,4.0,2132.0,10734.0,24728.0,2.0,1.0,3.0,19.0,8878.0,1837.0,9965.0,4131.0,2.20831,0.095398,1064.0,0.047699,0.047699,3.11257,256.0,128.0,7.672608,512.0,256.0,50.080357,0.73164,0.247654,0.741647,0.9717,0.020705,1.0,0.366792,0.960391,0.712271,0.5,0.741647,0.973527,1.0,0.171138,0.384852,0.649722,0.328968,11.687195,0.343411,0.939163,17.988003,6.69531,0.878421,70.1455,5.92968,0.042924,NaN,11.8306,3.09969,6.76959,NaN,NaN,0.20973,NaN,9.20008
eval2012r2/TOILET7.1.iv.13,396.0,3.0,399.0,1491.0,3502.0,2.0,1.0,3.0,10.0,1144.0,337.0,1340.0,740.0,2.250168,0.098592,198.0,0.056338,0.042254,2.907268,49.0,28.0,7.18797,98.0,56.0,34.333333,0.668761,0.307253,0.679285,0.9731,0.01799,1.333333,0.495303,0.965282,0.655701,0.571429,0.679285,0.980472,1.333333,0.226023,0.496311,0.609424,0.370483,2.282173,0.383033,0.948555,3.744804,0.758968,0.365378,2.51908,0.688684,9.55082,128.597,33.0973,0.65588,0.656568,87.5682,94.0473,0.051958,380.669,2.70411
eval2012r2/TOILET7.1.iv.14,427.0,3.0,430.0,1608.0,3772.0,2.0,1.0,3.0,10.0,1237.0,361.0,1447.0,800.0,2.254353,0.091418,213.5,0.052239,0.039179,2.904651,49.0,28.0,7.188372,98.0,56.0,34.487119,0.668876,0.308855,0.678621,0.97503,0.016702,1.333333,0.495046,0.967781,0.656756,0.571429,0.678621,0.98188,1.333333,0.224502,0.497512,0.609278,0.372081,2.282897,0.383747,0.952293,3.746888,0.461886,0.076642,0.097388,0.390587,0.065789,2.75913,0.389992,0.300909,0.398974,4.77584,0.278279,0.023058,24.7216,0.110821
eval2012r2/Umbrella_tbm_05.tex.module.000011,1676.0,230.0,1906.0,5415.0,14972.0,10.0,10.0,20.0,0.0,2672.0,2743.0,2977.0,2684.0,2.075162,0.689751,167.6,0.494922,0.194829,3.096013,16.23913,11.652174,40.844701,166.413043,136.521739,79.063246,0.605864,0.215135,0.713358,0.883695,0.070465,2.540284,0.650535,0.853531,0.608873,0.717537,0.713358,1.004966,2.540284,0.506556,0.49566,0.546896,0.307449,0.331594,0.347836,0.678541,0.60632,NaN,NaN,162.813,NaN,55.2326,338.055,NaN,149.984,131.457,NaN,52.1596,NaN,353.893,158.479
eval2012r2/Umbrella_tbm_05.tex.module.000025,1571.0,230.0,1801.0,5016.0,13880.0,10.0,10.0,20.0,0.0,2462.0,2554.0,2788.0,2474.0,2.075359,0.691786,157.1,0.492424,0.199362,3.043309,15.086957,10.73913,39.861188,153.478261,124.782609,77.479313,0.605115,0.216931,0.710759,0.880938,0.072046,2.47,0.652578,0.859803,0.611112,0.711816,0.710759,1.009911,2.47,0.509171,0.493222,0.54758,0.311309,0.325692,0.349246,0.688098,0.594785,NaN,NaN,178.302,NaN,55.1938,463.692,NaN,255.164,261.067,NaN,34.6046,NaN,383.186,135.173
eval2012r2/Umbrella_tbm_14.tex.moduleQ2.1S.000792,2805.0,160.0,2965.0,10187.0,30011.0,8.0,8.0,16.0,0.0,2460.0,7727.0,8471.0,2484.0,2.597723,0.348287,350.625,0.230097,0.11819,2.873187,22.175,14.65,25.935919,157.7,122.2,127.833155,0.716137,0.205758,0.766655,0.943979,0.040119,1.946844,0.39638,0.932074,0.71458,0.660654,0.766655,0.997825,1.946844,0.758516,0.24384,0.690862,0.243689,0.423136,0.256563,0.788286,0.612475,65.128,334.188,12.9448,59.8519,0.094163,0.25048,NaN,5.09,9.02246,40.9992,3.38377,NaN,172.142,6.07766
eval2012r2/Umbrella_tbm_25.tex.module.000099,1446.0,230.0,1676.0,4541.0,12598.0,10.0,10.0,20.0,0.0,2212.0,2329.0,2538.0,2224.0,2.087205,0.687073,144.6,0.491081,0.195992,2.981504,13.565217,9.695652,39.200477,139.565217,113.26087,80.276625,0.60335,0.219638,0.708061,0.88291,0.070646,2.505618,0.657413,0.872009,0.617435,0.714744,0.708061,1.023345,2.505618,0.512883,0.48976,0.545832,0.317688,0.304757,0.352257,0.699493,0.558334,9.41218,NaN,13.8128,2.82105,0.219304,0.999827,NaN,14.923,30.4441,NaN,2.6224,NaN,123.614,10.6368
eval2012r2/Umbrella_tbm_26.tex.moduleQ3.2S.000020,2228.0,195.0,2423.0,7962.0,23238.0,10.0,10.0,20.0,0.0,2312.0,5650.0,6232.0,2334.0,2.446998,0.471615,222.8,0.298292,0.173323,3.066447,19.25641,12.179487,34.645068,164.74359,120.897436,152.064632,0.680265,0.217532,0.740543,0.912702,0.059385,1.721014,0.470015,0.911791,0.67522,0.63249,0.740543,0.992584,1.721014,0.709621,0.293142,0.652351,0.271897,0.439978,0.288383,0.782104,0.674449,NaN,NaN,85.5539,NaN,0.104786,1.00291,NaN,25.2893,36.0187,NaN,1.6406,NaN,246.141,77.5357
eval2012r2/Umbrella_tbm_26.tex.moduleQ3.2S.000037,2228.0,195.0,2423.0,7962.0,23238.0,10.0,10.0,20.0,0.0,2312.0,5650.0,6232.0,2334.0,2.446998,0.471615,222.8,0.298292,0.173323,3.066447,19.25641,12.179487,34.645068,164.74359,120.897436,152.064632,0.680265,0.217532,0.740543,0.912702,0.059385,1.721014,0.470015,0.911791,0.67522,0.63249,0.740543,0.992584,1.721014,0.709621,0.293142,0.652351,0.271897,0.439978,0.288383,0.782104,0.674449,NaN,NaN,62.116,NaN,0.104859,0.265317,NaN,23.0159,34.0387,NaN,1.88955,NaN,678.897,75.096
eval2012r2/W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1503.0,195.0,1698.0,4394.0,12304.0,10.0,10.0,20.0,0.0,2134.0,2260.0,2600.0,2145.0,2.175467,0.624716,150.3,0.446063,0.178653,2.989988,14.076923,10.051282,38.498233,147.051282,118.974359,91.616766,0.58737,0.253332,0.67392,0.89138,0.0638,2.496815,0.702504,0.877697,0.591498,0.714026,0.67392,1.007028,2.496815,0.514338,0.488166,0.534882,0.338974,0.339212,0.376955,0.728792,0.634182,12.4761,NaN,44.0934,2.16352,0.412381,1.10552,NaN,45.4804,63.5862,NaN,8.16833,NaN,1.86681,34.3481
eval2012r2/W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,2142.0,230.0,2372.0,6535.0,18334.0,10.0,10.0,20.0,0.0,3044.0,3491.0,3922.0,3056.0,2.206427,0.599082,214.2,0.432288,0.166794,3.044266,17.021739,12.282609,38.720489,173.804348,143.152174,100.056022,0.606142,0.239773,0.695124,0.901917,0.059452,2.591743,0.64978,0.87091,0.605391,0.721584,0.695124,0.998761,2.591743,0.5342,0.467636,0.555047,0.316094,0.352237,0.354001,0.710399,0.634607,48.7667,NaN,16.3682,42.8397,0.417885,0.658732,NaN,22.0623,32.3484,NaN,7.66201,NaN,2.1332,10.29
eval2012r2/W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1580.0,195.0,1775.0,4763.0,13426.0,10.0,10.0,20.0,0.0,2162.0,2601.0,2963.0,2174.0,2.221499,0.597313,158.0,0.422003,0.17531,2.996056,14.589744,10.307692,38.04507,149.615385,120.25641,99.386076,0.603903,0.246388,0.687364,0.897015,0.062193,2.407186,0.655895,0.885363,0.608567,0.706503,0.687364,1.007723,2.407186,0.546084,0.456435,0.553565,0.327374,0.344509,0.361045,0.733307,0.622346,NaN,NaN,192.035,NaN,64.6181,187.576,NaN,182.022,175.558,NaN,139.881,NaN,NaN,205.018
eval2012r2/W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1488.0,195.0,1683.0,4462.0,12588.0,10.0,10.0,20.0,0.0,2032.0,2430.0,2792.0,2044.0,2.20372,0.617436,148.8,0.420215,0.197221,2.994652,14.128205,9.615385,37.162805,139.102564,108.076923,100.47043,0.599619,0.25143,0.678125,0.883413,0.069908,2.130682,0.667727,0.883508,0.599129,0.680581,0.678125,0.999183,2.130682,0.544599,0.458091,0.553138,0.335116,0.373066,0.367512,0.749933,0.674453,38.4632,NaN,37.22,30.0835,1.20856,1.06857,NaN,17.2306,30.1021,NaN,3.19462,NaN,0.540467,28.6277
eval2012r2/W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,2235.0,230.0,2465.0,7010.0,19774.0,10.0,10.0,20.0,0.0,3080.0,3930.0,4391.0,3093.0,2.248074,0.572753,223.5,0.410128,0.162625,3.040162,17.456522,12.5,38.26572,175.978261,144.23913,107.762864,0.621017,0.23359,0.706898,0.907166,0.057651,2.52193,0.610261,0.878969,0.621341,0.716065,0.706898,1.000521,2.52193,0.560628,0.441227,0.571863,0.30612,0.355114,0.340024,0.715005,0.620978,NaN,NaN,209.425,NaN,85.9559,NaN,NaN,289.469,293.644,NaN,359.674,NaN,NaN,249.038
eval2012r2/W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,2465.0,230.0,2695.0,7900.0,22214.0,10.0,10.0,20.0,0.0,3530.0,4370.0,4826.0,3543.0,2.258101,0.553797,246.5,0.417089,0.136709,3.112801,19.021739,14.326087,40.602968,206.195652,175.326087,107.667343,0.622355,0.229315,0.714446,0.921881,0.048618,3.050926,0.606799,0.877982,0.627271,0.753143,0.714446,1.007898,3.050926,0.553165,0.448481,0.567208,0.298801,0.329043,0.3364,0.690404,0.580109,NaN,NaN,437.44,NaN,147.413,NaN,NaN,425.088,381.926,NaN,869.239,NaN,NaN,403.578
eval2012r2/adder-10-sat,1095.0,400.0,1495.0,3641.0,26333.0,2.0,2.0,4.0,0.0,20.0,3621.0,1630.0,40.0,5.249382,1.982972,547.5,1.053282,0.92969,3.882943,18.05,9.5875,8.182609,30.49,16.4825,72.600913,0.779554,0.074811,0.896929,0.835103,0.128546,1.132939,0.282784,0.990959,0.888819,0.531163,0.896929,1.140164,1.132939,0.994507,0.010986,0.854035,0.09188,0.249871,0.078758,0.629467,0.292577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/adder-12-sat,1590.0,576.0,2166.0,5294.0,40370.0,2.0,2.0,4.0,0.0,24.0,5270.0,2364.0,48.0,5.643748,1.981866,795.0,1.053268,0.928598,3.89843,18.215278,9.680556,8.21422,30.756944,16.638889,78.161006,0.790835,0.071043,0.90401,0.846019,0.121774,1.134255,0.264487,1.008217,0.911438,0.531453,0.90401,1.152501,1.134255,0.995467,0.009067,0.863319,0.085898,0.234918,0.072989,0.628455,0.27211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/adder-12-unsat,1834.0,354.0,2188.0,5305.0,63811.0,2.0,1.0,3.0,0.0,1.0,5304.0,2364.0,4.0,11.347597,0.680867,917.0,0.377757,0.30311,3.869287,10.20339,5.661017,5.935101,20.40678,11.322034,117.424755,0.867327,0.101268,0.892656,0.970946,0.025199,1.246269,0.152968,1.12549,1.004676,0.554817,0.892656,1.158359,1.246269,0.999811,0.000754,0.922242,0.064135,0.119023,0.056189,0.824807,0.129058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/adder-14-unsat,2504.0,483.0,2987.0,7268.0,95074.0,2.0,1.0,3.0,0.0,1.0,7267.0,3234.0,4.0,12.400936,0.680242,1252.0,0.377683,0.302559,3.88383,10.236025,5.68323,5.954469,20.47205,11.36646,127.200879,0.877979,0.093148,0.901742,0.973656,0.023129,1.248295,0.138979,1.130859,1.019743,0.555218,0.901742,1.161466,1.248295,0.999862,0.00055,0.929346,0.058267,0.108044,0.050842,0.824682,0.116258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/adder-16-unsat,3278.0,632.0,3910.0,9539.0,134769.0,2.0,1.0,3.0,0.0,1.0,9538.0,4240.0,4.0,13.448475,0.679736,1639.0,0.377608,0.302128,3.894629,10.259494,5.699367,5.968798,20.518987,11.398734,136.821538,0.887007,0.086266,0.909374,0.975891,0.021385,1.249827,0.127387,1.135413,1.032514,0.555521,0.909374,1.164043,1.249827,0.999895,0.000419,0.935232,0.053408,0.098964,0.046447,0.824605,0.105818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/adder-6-sat,381.0,144.0,525.0,1259.0,8039.0,2.0,2.0,4.0,0.0,12.0,1247.0,570.0,24.0,4.399523,1.985703,190.5,1.052423,0.93328,3.815238,17.361111,9.201389,8.04381,29.361111,15.826389,60.089239,0.75084,0.084339,0.877595,0.805335,0.146162,1.12766,0.331842,0.949432,0.833217,0.53,0.877595,1.109713,1.12766,0.990469,0.019063,0.829222,0.108328,0.287356,0.094829,0.634322,0.346536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.48595,7.02636,NaN,NaN,NaN,NaN,NaN
eval2012r2/audio_ac97_wavepcistream3.cpp,31183.0,192.0,31375.0,106033.0,273288.0,2.0,1.0,3.0,1.0,49064.0,56968.0,75395.0,78644.0,2.551413,0.025973,15591.5,0.012987,0.012987,4.204367,14.34375,7.171875,12.4829,28.6875,14.34375,103.153898,0.517315,0.477646,0.517491,0.99026,0.005039,1.0,0.933058,0.996018,0.515431,0.5,0.517491,0.996357,1.0,0.537267,0.741694,0.517489,0.482068,0.554439,0.482391,0.999082,1.071403,NaN,221.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/audio_ddksynth_voice.cpp,48123.0,256.0,48379.0,163800.0,422523.0,2.0,1.0,3.0,2.0,75406.0,88392.0,116199.0,121382.0,2.48417,0.095336,24061.5,0.047668,0.047668,4.217842,61.0,30.5,12.384568,122.0,61.0,91.141305,0.517056,0.464465,0.51771,0.96426,0.018479,1.0,0.934027,0.968164,0.501229,0.5,0.51771,0.96939,1.0,0.539634,0.741038,0.517413,0.472509,2.376973,0.482137,0.979118,4.593954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b04_C_2_20,1510.0,26.0,1536.0,72610.0,150140.0,2.0,1.0,3.0,512.0,69214.0,2884.0,71754.0,1470.0,2.028756,0.039003,755.0,0.019501,0.019501,3.776042,108.923077,54.461538,6.885417,217.846154,108.923077,341.754967,0.961369,0.029199,0.970239,0.99019,0.009431,1.0,0.040183,0.998031,0.968329,0.5,0.970239,1.007239,1.0,0.039719,0.020245,0.933877,0.049251,1.046028,0.050194,0.744832,1.120092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b11_C_1_14,590.0,16.0,606.0,17397.0,36547.0,2.0,1.0,3.0,289.0,15994.0,1114.0,17073.0,675.0,2.0388,0.061965,295.0,0.030982,0.030982,3.679868,67.375,33.6875,6.770627,134.75,67.375,206.388136,0.938983,0.046269,0.952325,0.984293,0.014748,1.0,0.064982,0.996822,0.949299,0.5,0.952325,1.010986,1.0,0.064034,0.0388,0.898453,0.076897,1.0105,0.079087,0.757259,1.124711,73.0975,20.5637,1.31272,72.7178,69.8195,53.7908,106.645,2.11246,2.81741,44.9777,101.323,NaN,886.922,2.26286
eval2012r2/b14_C_3_105,2059.0,31.0,2090.0,122853.0,251979.0,2.0,1.0,3.0,1393.0,117452.0,4008.0,121756.0,2592.0,2.019088,0.031973,1029.5,0.015987,0.015987,3.828708,126.709677,63.354839,6.867943,253.419355,126.709677,415.251093,0.968243,0.023962,0.975658,0.99195,0.007794,1.0,0.032798,0.999233,0.974909,0.5,0.975658,1.006885,1.0,0.032624,0.021098,0.94581,0.039953,0.999774,0.040564,0.737284,1.057056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b17_C_1_163,631.0,17.0,648.0,20610.0,43252.0,2.0,1.0,3.0,244.0,19144.0,1222.0,20267.0,623.0,2.040854,0.057739,315.5,0.028869,0.028869,3.728395,70.0,35.0,6.699074,140.0,70.0,225.304279,0.944141,0.042102,0.956707,0.98543,0.013757,1.0,0.059163,0.998687,0.955451,0.5,0.956707,1.011978,1.0,0.059292,0.030228,0.907956,0.068612,0.961791,0.070363,0.745426,1.059293,NaN,196.418,5.32566,NaN,22.5767,151.965,NaN,4.54345,4.17789,118.916,235.649,NaN,114.349,11.9311
eval2012r2/b20_C_3_2,2774.0,36.0,2810.0,190189.0,390275.0,2.0,1.0,3.0,469.0,184322.0,5398.0,188713.0,2047.0,2.024045,0.027993,1387.0,0.013997,0.013997,3.844128,147.888889,73.944444,6.895374,295.777778,147.888889,483.276136,0.972322,0.020857,0.978854,0.992985,0.006821,1.0,0.028466,0.999159,0.978031,0.5,0.978854,1.005872,1.0,0.028382,0.010763,0.952475,0.034914,1.01929,0.035391,0.734639,1.070149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b20_PR_5_10,10480.0,229.0,10709.0,31201.0,73787.0,2.0,1.0,3.0,3.0,20527.0,10671.0,23277.0,24921.0,2.350213,0.014679,5240.0,0.00734,0.00734,3.545336,2.0,1.0,5.462695,4.0,2.0,24.220324,0.485451,0.511445,0.48536,0.993607,0.003104,1.0,1.059939,1.015508,0.492888,0.5,0.48536,1.015318,1.0,0.342008,0.798724,0.47088,0.536449,0.193721,0.529363,1.013851,0.411402,16.9376,NaN,NaN,15.8927,NaN,NaN,7.79581,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b21_C_3_206,3231.0,39.0,3270.0,242896.0,495894.0,2.0,1.0,3.0,2056.0,234532.0,6308.0,241191.0,3903.0,2.016089,0.025501,1615.5,0.01275,0.01275,3.857492,158.820513,79.410256,6.904281,317.641026,158.820513,524.457134,0.974563,0.019192,0.980566,0.993592,0.006245,1.0,0.026101,0.999429,0.980006,0.5,0.980566,1.005585,1.0,0.02597,0.016069,0.956255,0.032127,1.006268,0.032524,0.734409,1.052301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b22_C_2_12,1356.0,24.0,1380.0,57735.0,119453.0,2.0,1.0,3.0,705.0,54502.0,2528.0,56951.0,1595.0,2.027453,0.041535,678.0,0.020767,0.020767,3.727536,99.916667,49.958333,6.974638,199.833333,99.916667,300.216077,0.956937,0.033026,0.966298,0.989511,0.010037,1.0,0.045001,0.997269,0.963659,0.5,0.966298,1.007024,1.0,0.043786,0.027626,0.92525,0.05712,1.070843,0.058298,0.764147,1.157355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/b22_PR_8_20,16402.0,332.0,16734.0,48764.0,115147.0,2.0,1.0,3.0,3.0,32082.0,16679.0,36612.0,39076.0,2.347695,0.013617,8201.0,0.006808,0.006808,3.538724,2.0,1.0,5.339249,4.0,2.0,22.969333,0.485727,0.51139,0.485644,0.994064,0.002883,1.0,1.05877,1.014358,0.492617,0.5,0.485644,1.014185,1.0,0.342035,0.801329,0.470803,0.535896,0.198229,0.529429,1.012659,0.421045,55.5528,NaN,NaN,53.6023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/biu.mv.xl_ao.bb-b001-p005-IPF02-c02.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-004,2476.0,76.0,2552.0,6754.0,15758.0,5.0,4.0,9.0,1.0,4502.0,2251.0,5040.0,3519.0,2.145988,0.187148,495.2,0.093574,0.093574,2.646552,16.631579,8.315789,19.850313,67.368421,33.684211,79.186591,0.571392,0.388501,0.577618,0.929809,0.040107,1.0,0.750111,0.948019,0.547593,0.5,0.577618,0.958349,1.0,0.333284,0.521025,0.583288,0.407798,0.707123,0.41305,0.978609,1.212305,0.969496,0.150798,0.234404,0.82555,0.051243,0.120894,0.791039,0.429324,0.898392,0.060464,0.138642,0.080853,0.202471,0.379813
eval2012r2/biu.mv.xl_ao.bb-b001-p010-MIF01-c10.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-004,3928.0,142.0,4070.0,10714.0,24998.0,5.0,4.0,9.0,1.0,7142.0,3571.0,8014.0,5495.0,2.11667,0.216539,785.6,0.10827,0.10827,2.632432,16.338028,8.169014,19.38231,65.802817,32.901408,73.242872,0.571406,0.382191,0.578711,0.91879,0.046404,1.0,0.75007,0.939988,0.543981,0.5,0.578711,0.952005,1.0,0.333302,0.51288,0.584596,0.404929,0.705147,0.411026,0.974785,1.206211,1.70147,0.254709,0.214513,1.54356,NaN,0.119124,1.64081,NaN,1.38001,NaN,0.21251,NaN,0.232677,0.659396
eval2012r2/biu.mv.xl_ao.bb-b001-p010-MIF03-c10.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-005,6728.0,189.0,6917.0,18742.0,43730.0,6.0,5.0,11.0,1.0,12494.0,6247.0,14025.0,9532.0,2.088251,0.245011,1121.333333,0.122506,0.122506,2.709556,24.296296,12.148148,24.36779,121.904762,60.952381,95.182669,0.571416,0.37608,0.579795,0.908116,0.052504,1.0,0.75004,0.920134,0.533489,0.5,0.579795,0.933626,1.0,0.333316,0.50859,0.584653,0.39783,1.038929,0.410252,0.957825,1.777001,5.37867,1.11674,0.430544,5.05924,NaN,0.696326,4.31657,1.38223,3.461,NaN,0.571021,NaN,0.999799,1.22781
eval2012r2/biu.mv.xl_ao.bb-b001-p010-MIF05-c04.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-004,3912.0,139.0,4051.0,10654.0,24858.0,5.0,4.0,9.0,1.0,7102.0,3551.0,7968.0,5471.0,2.119955,0.213253,782.4,0.106627,0.106627,2.629968,16.345324,8.172662,19.359664,65.841727,32.920863,73.301125,0.571406,0.382895,0.578589,0.920023,0.0457,1.0,0.75007,0.940885,0.544385,0.5,0.578589,0.952712,1.0,0.333302,0.513516,0.584612,0.405049,0.706361,0.411077,0.97511,1.208256,2.12025,0.423832,0.287935,1.93168,NaN,0.196754,1.40569,NaN,1.32358,NaN,0.220623,NaN,0.220947,0.649447
