Instances,feature_ nvarsOrig,feature_ nclausesOrig,feature_ nvars,feature_ nclauses,feature_ reducedVars,feature_ reducedClauses,feature_ Prefeaturetime,feature_ varsclausesratio,feature_ POSNEGRATIOCLAUSEmean,feature_ POSNEGRATIOCLAUSEcoeffvariation,feature_ POSNEGRATIOCLAUSEmin,feature_ POSNEGRATIOCLAUSEmax,feature_ POSNEGRATIOCLAUSEentropy,feature_ VCGCLAUSEmean,feature_ VCGCLAUSEcoeffvariation,feature_ VCGCLAUSEmin,feature_ VCGCLAUSEmax,feature_ VCGCLAUSEentropy,feature_ UNARY,feature_ BINARY+,feature_ TRINARY+,feature_ Basicfeaturetime,feature_ VCGVARmean,feature_ VCGVARcoeffvariation,feature_ VCGVARmin,feature_ VCGVARmax,feature_ VCGVARentropy,feature_ POSNEGRATIOVARmean,feature_ POSNEGRATIOVARstdev,feature_ POSNEGRATIOVARmin,feature_ POSNEGRATIOVARmax,feature_ POSNEGRATIOVARentropy,feature_ HORNYVARmean,feature_ HORNYVARcoeffvariation,feature_ HORNYVARmin,feature_ HORNYVARmax,feature_ HORNYVARentropy,feature_ hornclausesfraction,feature_ VGmean,feature_ VGcoeffvariation,feature_ VGmin,feature_ VGmax,feature_ KLBfeaturetime,feature_ CGmean,feature_ CGcoeffvariation,feature_ CGmin,feature_ CGmax,feature_ CGentropy,feature_ clustercoeffmean,feature_ clustercoeffcoeffvariation,feature_ clustercoeffmin,feature_ clustercoeffmax,feature_ clustercoeffentropy,feature_ CGfeaturetime,algo_abcdSAT,algo_minisat_BCD,algo_or-tools,algo_GlueMiniSat_2.2.10,algo_CCAglucose2015,algo_multi-sat-g2_0,algo_multi-sat-g2_2,algo_ratselfax_cnf_215_final,algo_BreakIDGlucose2,algo_Lingeling_sr15bal,algo_Lingeling_sr15baq,algo_GlueMiniSat_2.2.10-5,algo_glucose-default,algo_glueminisat-Actmini,algo_riss_505_2,algo_riss_505_1,algo_Glucose_nbSatRsltn,algo_Nigma-1.2.86,algo_Nigma-1.2.87,algo_Glucose_nbSat,algo_COMiniSatPS_Main_Sequence,algo_COMiniSatPS_Subdwarf,algo_satUZK-seq,algo_ADS-cryptominisat,algo_ADS-cryptominisat-autotune,algo_ADS-dccaSatToRiss,algo_ADS-glucose-adapt,algo_ADS-glucose-community-switching
jgiraldezlevy.2200.9086.08.40.35.cnf,2200.0,9086.0,2140.0,9018.0,0.028037383,0.007540475,0.0,0.237303171,0.491820064,0.58657943,0.0,1.0,0.702808861,0.001418658,0.064739164,0.001401869,0.002803738,0.155910229,0.0,0.0,0.965956975,0.0,0.001418658,0.284854193,0.000221779,0.003548459,2.674805609,0.231419278,0.174834179,0.0,1.0,3.359518671,0.000703733,0.40165352,0.0,0.002328676,2.317641462,0.497782213,0.00244112,0.258681841,0.000443557,0.005544467,0.0,0.002108102,0.24317612,0.000443557,0.004768241,2.926564861,0.142667266,0.278178188,0.056410256,0.454545455,2.708340348,0.1,1513.21,82.2288,NaN,265.086,NaN,1088.21,NaN,NaN,9.92088,NaN,NaN,270.496,11.115,NaN,397.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jgiraldezlevy.2200.9086.08.40.41.cnf,2200.0,9086.0,2149.0,9026.0,0.023731968,0.006647463,0.0,0.238089962,0.494630327,0.585594808,0.0,1.0,0.695163841,0.001411104,0.062041852,0.001395998,0.002791996,0.143906736,0.0,0.0,0.96931088,0.0,0.001411104,0.284510172,0.000443164,0.00321294,2.678916098,0.235043614,0.175715426,0.0,1.0,3.365059809,0.000688925,0.39921018,0.0,0.001772657,2.310648064,0.49047197,0.002443074,0.255595516,0.000775537,0.004985597,0.0,0.002094547,0.242333362,0.000664746,0.004431642,2.925401622,0.141796611,0.273351757,0.056097561,0.4,2.685840209,0.1,851.347,852.767,NaN,605.412,2763.54,1073.56,3327.85,NaN,2610.63,NaN,NaN,653.726,2777.22,1326.01,NaN,NaN,2303.0,NaN,NaN,2304.01,1133.2,1791.42,NaN,1000.05,NaN,2650.91,2337.88,3298.82
jgiraldezlevy.2200.9086.08.40.46.cnf,2200.0,9086.0,2137.0,9012.0,0.02948058,0.008211274,0.0,0.237128273,0.498527889,0.589382616,0.0,1.0,0.739204663,0.00142414,0.068881014,0.001403837,0.002807674,0.180189883,0.0,0.0,0.957723036,0.0,0.00142414,0.297425903,0.000443853,0.003772747,2.718146561,0.222677413,0.168169221,0.0,1.0,3.309932704,0.000693299,0.397938954,0.0,0.001775411,2.304231569,0.489569463,0.002464452,0.265673825,0.000887705,0.005215269,0.0,0.002154325,0.242122802,0.000554816,0.005326232,2.94187822,0.139911131,0.27117641,0.06037415,0.422222222,2.681377035,0.14,810.639,1023.08,2128.27,714.895,1987.72,1331.26,1635.75,NaN,1371.72,1916.77,1791.81,707.751,1392.29,2155.59,1865.77,1955.73,1194.23,2646.42,2571.17,1213.84,930.143,1021.45,NaN,1042.0,2429.67,1929.79,1324.1,1795.0
jgiraldezlevy.2200.9086.08.40.62.cnf,2200.0,9086.0,2144.0,9020.0,0.026119403,0.007317073,0.0,0.237694013,0.495347376,0.59083707,0.0,1.0,0.718299654,0.00141668,0.063202867,0.001399254,0.00233209,0.1604241,0.0,0.0,0.96308204,0.0,0.00141668,0.28410461,0.000443459,0.003547672,2.672955061,0.230108982,0.171457326,0.0,1.0,3.329187581,0.000705056,0.392661899,0.0,0.00232816,2.302652736,0.499778271,0.002455675,0.255061577,0.000886918,0.005210643,0.0,0.002106996,0.242183912,0.000776053,0.004878049,2.92177694,0.14169541,0.271470671,0.055128205,0.4,2.683942412,0.12,249.689,1501.72,478.19,1342.44,871.338,49.7237,1330.97,1305.37,603.015,3291.11,3472.56,1348.23,605.609,224.893,312.957,823.881,1835.03,249.674,261.075,1910.3,49.9638,909.784,NaN,1193.02,879.725,3453.78,1983.0,NaN
jgiraldezlevy.2200.9086.08.40.79.cnf,2200.0,9086.0,2128.0,8969.0,0.033834586,0.013044933,0.0,0.237261679,0.492091277,0.589738752,0.0,1.0,0.730714031,0.001429789,0.069211564,0.001409774,0.002349624,0.177829227,0.0,0.0,0.959192775,0.0,0.001429789,0.290218093,0.000111495,0.004013825,2.688910758,0.22700902,0.170217487,0.0,1.0,3.328658937,0.00070266,0.406248409,0.0,0.002006913,2.326409703,0.494258,0.002493447,0.265104129,0.00022299,0.006132233,0.0,0.002144899,0.245461982,0.000557476,0.005128777,2.939926949,0.139655208,0.272534962,0.055128205,0.444444444,2.679741994,0.1,433.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.9,NaN,NaN,NaN,NaN,NaN,NaN
jgiraldezlevy.2200.9086.08.40.8.cnf,2200.0,9086.0,2124.0,8994.0,0.035781544,0.010229042,0.0,0.236157438,0.494881773,0.590157445,0.0,1.0,0.758829967,0.001436928,0.075190304,0.001412429,0.002354049,0.206917559,0.0,0.0,0.949633089,0.0,0.001436928,0.307752965,0.000555926,0.004113854,2.746233881,0.239836984,0.178640526,0.0,1.0,3.403608071,0.00070611,0.427524817,0.0,0.002112519,2.383256244,0.493662442,0.002498422,0.277384059,0.001000667,0.006226373,0.0,0.002152103,0.260715651,0.000667111,0.005114521,3.005895063,0.140684185,0.286335678,0.056899004,0.361111111,2.729018163,0.14,NaN,NaN,869.848,NaN,NaN,NaN,NaN,NaN,NaN,330.716,325.528,NaN,NaN,NaN,1937.78,2242.19,1920.69,169.335,157.66,1864.52,237.976,124.992,NaN,2677.68,NaN,NaN,1641.78,211.876
jgiraldezlevy.2200.9086.08.40.81.cnf,2200.0,9086.0,2146.0,9020.0,0.025163094,0.007317073,0.0,0.237915743,0.493555063,0.587356403,0.0,1.0,0.709423246,0.001415463,0.065057864,0.00139795,0.002329916,0.16153855,0.0,0.0,0.963858093,0.0,0.001415463,0.281412452,0.000554324,0.003325942,2.659863521,0.230700257,0.169781373,0.0,1.0,3.321248426,0.0007013,0.3987732,0.0,0.001995565,2.311593399,0.497228381,0.002459069,0.253883369,0.000886918,0.005321508,0.0,0.00211029,0.241131307,0.000776053,0.005099778,2.917743002,0.140907497,0.267667242,0.057057057,0.381818182,2.668363639,0.12,257.372,1662.06,93.2926,530.682,548.205,439.322,NaN,NaN,962.348,1414.38,1431.73,542.443,901.008,722.069,1769.08,624.03,1457.37,2138.47,2269.7,1441.77,257.879,345.841,NaN,1091.88,NaN,567.693,1428.47,1604.22
jgiraldezlevy.2200.9086.08.40.83.cnf,2200.0,9086.0,2136.0,9015.0,0.029962547,0.007875763,0.0,0.236938436,0.493318543,0.587840578,0.0,1.0,0.734099815,0.001424488,0.06962215,0.001404494,0.002340824,0.178160645,0.0,0.0,0.959290072,0.0,0.001424488,0.284935498,0.000443705,0.003771492,2.680811116,0.228466211,0.172451671,0.0,1.0,3.318135354,0.000699677,0.39683659,0.0,0.001885746,2.301757838,0.493843594,0.002456268,0.256540655,0.000776484,0.006100943,0.0,0.002125969,0.243106295,0.000665557,0.004547976,2.933938953,0.14181379,0.272998918,0.058974359,0.476190476,2.696919482,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jgiraldezlevy.2200.9086.08.40.85.cnf,2200.0,9086.0,2136.0,8964.0,0.029962547,0.013609996,0.0,0.238286479,0.49435148,0.587982352,0.0,1.0,0.718612161,0.001421991,0.062639087,0.001404494,0.002340824,0.159896468,0.0,0.0,0.962739848,0.0,0.001421991,0.287779035,0.000557787,0.003123606,2.686939399,0.233188296,0.171324764,0.0,1.0,3.34774945,0.000702665,0.401951549,0.000111557,0.002008032,2.311375093,0.496764837,0.002452381,0.258512654,0.001004016,0.004685408,0.0,0.002114238,0.245482399,0.000669344,0.004908523,2.92930877,0.142729562,0.271702263,0.049941928,0.416666667,2.698443474,0.12,847.634,846.124,NaN,1096.98,NaN,702.431,958.387,NaN,111.666,NaN,NaN,1141.03,121.569,511.585,181.625,1109.15,1300.74,1846.61,2104.29,1310.19,551.385,1222.34,NaN,1001.02,2148.04,1582.79,346.805,590.68
jgiraldezlevy.2200.9086.08.40.93.cnf,2200.0,9086.0,2135.0,9013.0,0.030444965,0.008099412,0.0,0.236880062,0.492928733,0.590501786,0.0,1.0,0.718056811,0.001424432,0.066418546,0.001405152,0.002810304,0.17256695,0.0,0.0,0.959391989,0.0,0.001424432,0.291906486,0.000332853,0.003772329,2.706660112,0.226783586,0.169136518,0.0,1.0,3.325663661,0.000697873,0.400927372,0.0,0.001886164,2.319428709,0.492177965,0.002452559,0.259905711,0.000665705,0.005880395,0.0,0.002144812,0.246956292,0.000554754,0.004770886,2.95548472,0.142003297,0.270528484,0.052631579,0.362637363,2.687640608,0.12,3583.18,689.408,NaN,2427.44,NaN,1016.01,NaN,NaN,NaN,NaN,NaN,2314.66,NaN,1510.8,NaN,NaN,NaN,941.309,1020.61,NaN,761.13,NaN,NaN,NaN,2425.51,NaN,NaN,NaN
k2fix_gr_rcs_w9.shuffled.cnf,11313.0,305160.0,9937.0,303750.0,0.138472376,0.004641975,0.86,0.032714403,0.451578899,1.026003767,0.0,1.0,1.32683868,0.000357837,0.875752366,0.000201268,0.002314582,0.561110028,0.0,0.790251852,0.790251852,0.04,0.000357837,0.849178171,3.292e-06,0.001804115,4.86579381,0.002622657,0.036387979,0.0,1.0,0.109315849,0.000122733,0.970759642,0.0,0.00082963,4.574039595,0.594982716,0.000620811,0.826093851,2.6337e-05,0.003315226,0.24,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.06,47.5564,66.2831,17.0158,43.3977,523.24,72.7371,18.2191,NaN,41.1434,68.8165,75.5357,46.8857,22.9287,38.3287,34.1956,25.568,34.4261,29.7959,29.5976,35.4501,21.2127,20.8984,255.138,37.4338,42.1824,1501.1,22.5011,37.8099
manol-pipe-c10nid_i.cnf,252516.0,750877.0,41437.0,320735.0,5.093973985,1.34111338,2.18,0.129193883,0.378182019,0.695412263,0.0,1.0,1.768869107,9.4236e-05,0.378914472,4.8266e-05,0.00103772,1.618890056,0.0,0.120997085,0.469736699,0.02,9.4236e-05,2.060377199,2.1825e-05,0.01283926,2.87703743,0.169209956,0.147332625,0.0,0.970149254,2.766499788,3.3174e-05,2.417154549,0.0,0.006466397,2.519492024,0.453963552,7.6477e-05,1.80141563,1.5589e-05,0.0072708,2.1,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,234.606,179.405,192.899,365.858,661.45,1219.66,1060.87,NaN,170.385,223.367,220.853,354.48,149.714,184.132,129.052,132.215,1212.49,167.736,200.099,1212.13,178.384,141.207,322.49,158.987,172.332,886.446,141.509,198.135
manthey_DimacsSorterHalf_28_4.cnf,3666.0,11883.0,2050.0,10053.0,0.788292683,0.182035213,0.02,0.203919228,0.274785068,1.20161269,0.0,1.0,1.37981776,0.001317796,0.414203463,0.00097561,0.012195122,1.134422411,0.0,0.571670148,0.844921914,0.0,0.001317796,0.546897193,0.00069631,0.016910375,2.471485111,0.193268271,0.156415211,0.0,0.741935484,2.918003686,0.000831107,0.663970402,9.9473e-05,0.012533572,2.2576254,0.744255446,0.001118559,0.493635989,0.000596837,0.010743062,0.0,0.001793439,0.961321475,0.000497364,0.041082264,3.380219086,0.181580574,0.467484622,0.004877706,0.571428571,3.385406125,0.16,99.0897,22.0162,0.0201491,113.887,621.9,164.642,197.454,160.161,126.22,259.983,242.41,112.73,118.786,168.344,194.54,52.481,150.251,10.2939,40.2285,150.785,125.225,126.017,403.327,128.863,66.6586,415.259,119.297,263.354
manthey_DimacsSorterHalf_29_2.cnf,5467.0,18397.0,3328.0,16515.0,0.642728365,0.113957009,0.04,0.201513775,0.289592233,1.176205344,0.0,1.0,1.356825291,0.000808869,0.467579125,0.000600962,0.008413462,1.085749662,0.0,0.579533757,0.857462913,0.0,0.000808869,0.564058563,0.000484408,0.007023918,2.256532162,0.200168664,0.165044257,0.0,0.722222222,2.836578983,0.000513938,0.713950743,6.0551e-05,0.004965183,2.333973861,0.748168332,0.00066537,0.549771929,0.000363306,0.00538904,0.02,0.001081889,1.071905234,0.000302755,0.032697548,3.34685333,0.182393001,0.492778835,0.003717396,0.571428571,3.4297264,0.24,116.813,119.585,0.0286,1749.17,526.675,222.509,717.121,NaN,335.86,65.632,65.7629,1794.51,81.4798,434.309,58.8459,15.489,37.7751,106.522,106.981,39.6539,277.109,104.206,10.7245,81.914,739.983,297.233,184.854,202.379
manthey_DimacsSorterHalf_29_8.cnf,4495.0,14793.0,2710.0,13217.0,0.658671587,0.119240372,0.04,0.205038965,0.283585294,1.17398411,0.0,1.0,1.364034841,0.000998267,0.45456191,0.000738007,0.008856089,1.101396879,0.0,0.56714837,0.853219339,0.0,0.000998267,0.520981086,0.000605281,0.008322615,2.260784964,0.196666223,0.163851282,0.0,0.6875,2.79838648,0.000627923,0.666412983,7.566e-05,0.005977151,2.278770356,0.741015359,0.00081914,0.513338804,0.000378301,0.006052811,0.02,0.001308015,0.935928373,0.000378301,0.031928577,3.325868185,0.185896476,0.478731456,0.004750541,0.571428571,3.436999968,0.18,114.011,593.73,0.023216,34.4993,NaN,942.748,3003.91,NaN,99.8274,NaN,NaN,34.8055,NaN,966.583,2467.95,NaN,NaN,NaN,NaN,NaN,NaN,1129.86,NaN,1481.62,1147.83,NaN,NaN,427.09
manthey_DimacsSorterHalf_30_0.cnf,3612.0,11612.0,1947.0,9266.0,0.855161787,0.253183682,0.02,0.21012303,0.278621792,1.187580702,0.0,1.0,1.330607222,0.001343392,0.365979871,0.001027221,0.008217771,1.058136803,0.0,0.583639111,0.864234837,0.0,0.001343392,0.484641887,0.000647529,0.011979279,2.257043734,0.185461357,0.143887776,0.0,0.666666667,2.71793779,0.000905997,0.568603894,0.000107921,0.009928772,2.234239413,0.764947118,0.001132981,0.451713937,0.000431686,0.0075545,0.0,0.001688378,0.844004545,0.000539607,0.024174401,3.193782769,0.182666653,0.447457083,0.008888889,0.549450549,3.283202099,0.08,29.4967,49.5392,0.0199421,61.6908,547.01,75.0639,57.4349,434.366,53.8942,89.3797,88.0572,61.9921,54.2094,10.8909,50.6933,36.7389,32.7951,370.087,385.523,31.9863,60.9199,55.1016,49.8394,54.9965,53.2289,318.489,54.0165,59.8318
manthey_DimacsSorterHalf_30_3.cnf,3740.0,11875.0,2006.0,9334.0,0.86440678,0.272230555,0.02,0.21491322,0.262731233,1.207028645,0.0,1.0,1.304487204,0.001304475,0.354985711,0.000997009,0.00997009,1.058947116,0.0,0.576708807,0.864795372,0.0,0.001304475,0.551800424,0.000642811,0.021105635,2.233986771,0.179856698,0.139429667,0.0,0.692307692,2.703905077,0.000874599,0.641498584,0.000107135,0.016605957,2.192061614,0.759588601,0.001102328,0.473554631,0.000428541,0.013070495,0.0,0.001778141,1.053948605,0.000535676,0.030426398,3.209540999,0.183352513,0.452696967,0.007116383,0.549450549,3.29490096,0.12,9.06229,11.5723,0.0201691,30.1487,518.512,28.3901,2.80811,93.8393,27.9523,44.7333,44.7282,30.2999,26.9696,23.6085,23.0306,6.25907,14.0388,41.496,51.8397,14.3512,10.1322,27.6182,90.4107,44.9316,29.4171,2.44697,30.8199,29.253
manthey_DimacsSorterHalf_30_7.cnf,3922.0,12464.0,2080.0,9880.0,0.885576923,0.261538462,0.02,0.210526316,0.268394062,1.192328253,0.0,1.0,1.31056752,0.001264404,0.358914556,0.000961538,0.009615385,1.069858469,0.0,0.572874494,0.858906883,0.0,0.001264404,0.519223328,0.000607287,0.019331984,2.246496911,0.18175224,0.13702316,0.0,0.666666667,2.72498313,0.000846407,0.613472655,0.000101215,0.015283401,2.196343132,0.759210526,0.001070733,0.456839414,0.000404858,0.012651822,0.0,0.001678482,0.995698391,0.000506073,0.030566802,3.188520332,0.17874157,0.445770333,0.006622517,0.549450549,3.262790398,0.12,44.7793,69.2689,0.020672,54.7517,561.94,69.5516,72.4358,654.074,66.5261,94.0452,91.7132,55.4999,60.3167,48.3835,38.4283,106.631,62.3812,56.8151,96.0989,65.8944,51.3088,66.1555,275.925,60.7754,56.4149,339.125,52.5247,26.0548
manthey_DimacsSorterHalf_31_2.cnf,5408.0,18446.0,3325.0,16597.0,0.626466165,0.111405676,0.04,0.20033741,0.291718513,1.1838714,0.0,1.0,1.371360891,0.000806704,0.475561926,0.000601504,0.010526316,1.084648601,0.0,0.590046394,0.86407182,0.0,0.000806704,0.577754413,0.000482015,0.005904682,2.278585805,0.204181731,0.166051092,0.0,0.76744186,2.846451679,0.000515665,0.729388189,6.0252e-05,0.004277882,2.374717511,0.754112189,0.000659672,0.563261314,0.000361511,0.004579141,0.02,0.001075763,1.136955723,0.000301259,0.046755438,3.334457747,0.183665771,0.498670063,0.00257732,0.666666667,3.431354588,0.24,24.5752,50.3746,0.0283989,377.022,1166.25,112.553,119.476,1317.2,830.498,15.5071,15.1771,400.887,176.572,256.375,1330.67,197.615,254.936,85.9581,85.9852,256.468,310.165,277.542,38.7115,276.356,282.174,437.634,440.553,241.05
manthey_DimacsSorterHalf_31_8.cnf,5471.0,18706.0,3331.0,16846.0,0.642449715,0.110411967,0.04,0.197732399,0.297762504,1.168722029,0.0,1.0,1.376711476,0.000806536,0.46710479,0.00060042,0.010807565,1.089022735,0.0,0.585777039,0.857592307,0.0,0.000806536,0.586279881,0.00047489,0.007063991,2.301593123,0.20254574,0.166406771,0.0,0.80952381,2.893586554,0.000513348,0.747178049,5.9361e-05,0.004867624,2.345867824,0.750385848,0.000661653,0.574237179,0.000296806,0.005520598,0.02,0.001077714,1.130709485,0.000296806,0.046717322,3.363164367,0.18266354,0.485433522,0.002547746,0.666666667,3.425240292,0.28,1.77101,63.3942,0.028691,NaN,525.057,211.186,340.587,NaN,57.6601,554.7,581.876,NaN,2630.32,143.065,1464.96,1521.89,460.103,471.366,74.5755,428.168,241.077,49.9347,65.2256,1969.0,56.9986,673.162,2321.79,362.056
manthey_DimacsSorterHalf_32_1.cnf,4927.0,16333.0,2805.0,14051.0,0.756506239,0.16240837,0.04,0.19962992,0.294873776,1.172596267,0.0,1.0,1.408887014,0.000957043,0.434949739,0.000713012,0.010695187,1.112571509,0.0,0.5874315,0.85310654,0.0,0.000957043,0.592265287,0.000498185,0.014945555,2.490164891,0.192932443,0.159694623,0.0,0.777777778,2.888203787,0.000614263,0.72622058,7.1169e-05,0.011031243,2.254783917,0.756387446,0.000822976,0.549967916,0.000427016,0.010034873,0.02,0.001307771,1.087979005,0.000355847,0.040708846,3.382992647,0.178186838,0.464228011,0.00351481,0.571428571,3.364763782,0.2,69.8393,398.791,0.025933,2316.31,2252.83,1032.15,1424.88,180.072,335.948,751.37,778.063,2348.79,1138.47,1487.28,482.069,17.7881,1765.75,419.861,NaN,1678.96,490.103,1158.21,184.042,2044.98,2005.14,2735.89,567.507,2109.84
manthey_DimacsSorterHalf_33_1.cnf,3762.0,12254.0,2313.0,11008.0,0.626459144,0.113190407,0.02,0.210119913,0.292832774,1.157085023,0.0,1.0,1.348669805,0.001163246,0.463529701,0.000864678,0.008646779,1.06754997,0.0,0.568949855,0.86237282,0.0,0.001163246,0.433499601,0.000726744,0.005904797,2.2717473,0.202939467,0.166903788,0.0,0.692307692,2.843410635,0.000741354,0.583091123,9.0843e-05,0.003997093,2.318979351,0.746366279,0.000968757,0.454758152,0.000545058,0.004723837,0.0,0.001402637,0.798526385,0.000454215,0.026344477,3.177757595,0.19103171,0.450029592,0.006920251,0.571428571,3.34540225,0.1,2.2277,2.14294,0.020178,1.0737,13.4934,8.87914,0.571269,3.71651,0.489032,2.02514,11.0115,1.07384,1.13142,2.72003,0.270821,1.16665,0.970385,18.9389,19.5252,0.930484,0.0871811,0.0858209,2.3356,0.267794,0.265406,63.3689,1.15955,1.11318
manthey_DimacsSorterHalf_35_8.cnf,7351.0,24835.0,4009.0,20208.0,0.833624345,0.228968725,0.06,0.198386778,0.292942718,1.185903151,0.0,1.0,1.368505137,0.000649074,0.404833171,0.000498878,0.007483163,1.043458765,0.0,0.609461599,0.87010095,0.0,0.000649074,0.682763289,0.000296912,0.015389945,2.290627737,0.189830091,0.156105663,0.0,0.736842105,2.794599091,0.00044522,0.81529542,4.9485e-05,0.012866192,2.247487172,0.780779889,0.000550992,0.605493622,0.000197941,0.009253761,0.02,0.000929961,1.403268946,0.000247427,0.031175772,3.283344507,0.172807078,0.459215419,0.003179634,0.549450549,3.253185006,0.38,2018.03,2429.29,0.036604,NaN,2957.4,3368.45,NaN,NaN,2933.71,3264.77,3267.72,NaN,3224.53,3183.74,2673.45,NaN,2564.85,NaN,NaN,2610.35,1636.85,2397.26,NaN,2565.25,1951.6,3099.35,1837.96,NaN
manthey_DimacsSorterHalf_35_9.cnf,8300.0,28853.0,4570.0,23732.0,0.81619256,0.215784595,0.08,0.192566998,0.313459758,1.158099207,0.0,1.0,1.384897305,0.000565846,0.415489665,0.000437637,0.008752735,1.02897845,0.0,0.622829934,0.873967639,0.0,0.000565846,0.726719963,0.000252823,0.013357492,2.275723617,0.195366911,0.163180542,0.0,0.791666667,2.7668709,0.000391221,0.87235024,4.2137e-05,0.011082083,2.254627141,0.787038598,0.00048195,0.665805163,0.000168549,0.008174617,0.04,0.000803497,1.476141866,0.000210686,0.041547278,3.284741932,0.171587703,0.457280467,0.002028398,0.549450549,3.241423402,0.52,NaN,1752.13,0.04191,NaN,1595.87,2217.62,2639.62,NaN,3242.32,NaN,NaN,NaN,NaN,3301.13,NaN,NaN,1566.21,NaN,NaN,1512.96,1616.89,3252.58,NaN,NaN,NaN,NaN,NaN,1737.88
manthey_DimacsSorterHalf_36_0.cnf,4551.0,14683.0,2602.0,12671.0,0.749039201,0.158787783,0.04,0.205350801,0.286919575,1.179251365,0.0,1.0,1.382723407,0.001033093,0.439024126,0.00076864,0.007686395,1.101798732,0.0,0.581958804,0.859758504,0.0,0.001033093,0.487661382,0.000552443,0.01491595,2.500116039,0.187077705,0.15109579,0.0,0.75,2.91046276,0.000667638,0.598939875,7.892e-05,0.011522374,2.205586039,0.759056112,0.000902155,0.448258769,0.000473522,0.008365559,0.0,0.001322967,0.952888772,0.000394602,0.022886907,3.241067971,0.17936134,0.421523185,0.006872852,0.571428571,3.259879369,0.18,7.83817,43.0528,0.0236291,NaN,NaN,90.6758,2533.01,159.677,NaN,NaN,NaN,NaN,119.207,615.167,924.979,25.8508,3.432,NaN,NaN,3.45904,27.4743,1554.32,NaN,NaN,1290.99,976.689,1460.27,633.891
manthey_DimacsSorterHalf_36_7.cnf,4119.0,13249.0,2346.0,11400.0,0.755754476,0.162192982,0.04,0.205789474,0.282990393,1.180083146,0.0,1.0,1.383436447,0.001147231,0.430418732,0.000852515,0.008525149,1.109689322,0.0,0.575789474,0.855964912,0.0,0.001147231,0.465868566,0.000614035,0.010175439,2.48105301,0.184065114,0.151725791,0.0,0.75,2.882723487,0.000740155,0.565014153,8.7719e-05,0.007894737,2.207037877,0.756140351,0.001001855,0.45370727,0.000526316,0.006315789,0.0,0.001443429,0.810443551,0.000438596,0.025263158,3.281531557,0.178846753,0.431512466,0.006992503,0.571428571,3.300749134,0.12,176.556,1992.89,0.0218359,NaN,1484.7,158.785,1397.86,503.596,370.495,NaN,NaN,NaN,NaN,544.351,1842.87,994.864,1090.14,1821.95,NaN,1132.45,379.192,812.964,NaN,1831.35,NaN,350.947,675.792,2076.19
manthey_DimacsSorterHalf_37_3.cnf,6634.0,23392.0,4156.0,21298.0,0.596246391,0.098319091,0.04,0.195135693,0.329986316,1.120332323,0.0,1.0,1.393622846,0.000637489,0.508388756,0.000481232,0.008662175,1.038754302,0.0,0.609399944,0.875762982,0.0,0.000637489,0.627675297,0.000375622,0.007418537,2.30408734,0.216811595,0.187646147,0.0,0.80952381,2.872783977,0.000419332,0.825078471,4.6953e-05,0.00493004,2.347477422,0.770776599,0.000533359,0.644714605,0.000234764,0.005493474,0.02,0.000803409,1.242266092,0.000234764,0.037233543,3.239061482,0.185642851,0.466281625,0.002528421,0.666666667,3.308327613,0.3,NaN,NaN,0.034014,NaN,NaN,2497.49,2215.36,1164.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,394.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,457.813,NaN
manthey_DimacsSorterHalf_37_6.cnf,7665.0,26841.0,4819.0,24472.0,0.590578958,0.096804511,0.06,0.196918928,0.309337641,1.158556623,0.0,1.0,1.393539907,0.000555327,0.52091471,0.000415024,0.008715501,1.060361387,0.0,0.603710363,0.871404054,0.0,0.000555327,0.64730308,0.000326904,0.00715103,2.366858896,0.213446865,0.178005352,0.0,0.833333333,2.87186488,0.00035989,0.821521228,4.0863e-05,0.004740111,2.375818767,0.765773128,0.000459694,0.64398165,0.000245178,0.005434783,0.04,0.000750439,1.308921096,0.000204315,0.04225237,3.347461383,0.181538886,0.489824086,0.001941711,0.571428571,3.3534778,0.4,834.309,NaN,0.0383689,355.378,1122.77,0.132303,0.113512,NaN,717.217,317.028,308.11,354.847,NaN,1013.53,3483.05,NaN,0.55348,258.663,234.199,0.565006,303.58,396.761,35.4435,560.156,121.207,NaN,NaN,440.943
