Instances,feature_ stacks,feature_ tiers,feature_ stacktierratio,feature_ containerdensity,feature_ emptystackpct,feature_ overstowingstackpct,feature_ overstowing2contstackpct,feature_ groupsamemin,feature_ groupsamemax,feature_ groupsamemean,feature_ groupsamestdev,feature_ topgoodmin,feature_ topgoodmax,feature_ topgoodmean,feature_ topgoodstdev,feature_ overstowagepct,feature_ bflb,feature_ leftdensity,feature_ tierweightedgroups,feature_ avgl1topleftlggroup,feature_ contemptygrtestack,feature_ pctbottompctontop,algo_astar-symmulgt-transmul,algo_astar-symmullt-transmul,algo_idastar-symmulgt-transmul,algo_idastar-symmullt-transmul
BF6_cpmp_16_5_64_13_48_8,16.0,5.0,0.3125,0.8,0.1875,0.8125,1.0,0.0,7.0,4.57143,1.59079,2.0,13.0,7.07692,3.09991,0.6,48.0,0.0355556,0.475248,0.553846,0.1875,0.0625,76.481,NaN,311.359,NaN
BF6_cpmp_16_5_64_13_48_9,16.0,5.0,0.3125,0.8,0.125,0.8125,1.0,0.0,8.0,4.57143,1.76126,3.0,12.0,7.15385,3.25449,0.6,48.0,0.277778,0.515823,0.628205,0.15,0.25,8.917,59.656,NaN,NaN
BF7_cpmp_16_5_64_26_39_1,16.0,5.0,0.3125,0.8,0.0,0.8125,0.928571,0.0,5.0,2.37037,0.948611,2.0,21.0,9.61538,6.43952,0.4875,41.0,0.168889,0.525643,0.615385,0.0,0.1875,23.57,NaN,NaN,NaN
BF7_cpmp_16_5_64_26_39_10,16.0,5.0,0.3125,0.8,0.0,0.875,0.875,0.0,5.0,2.37037,1.09369,2.0,18.0,8.85714,5.02646,0.4875,42.0,0.171111,0.465484,0.653846,0.0,0.0,353.126,2.216,66.108,2.032
BF7_cpmp_16_5_64_26_39_11,16.0,5.0,0.3125,0.8,0.0,0.8125,0.8125,0.0,4.0,2.37037,0.908729,3.0,21.0,10.0769,5.52563,0.4875,42.0,0.255556,0.511677,0.461538,0.0,0.1875,25.254,13.929,345.646,2782.858
BF7_cpmp_16_5_64_26_39_12,16.0,5.0,0.3125,0.8,0.0,0.8125,0.928571,0.0,5.0,2.37037,1.02372,2.0,21.0,9.61538,6.58131,0.4875,41.0,0.248889,0.474949,0.307692,0.0,0.0,NaN,NaN,2387.621,3143.292
BF7_cpmp_16_5_64_26_39_13,16.0,5.0,0.3125,0.8,0.0,0.875,0.875,0.0,5.0,2.37037,1.09369,2.0,21.0,11.4286,5.76584,0.4875,41.0,0.131111,0.533668,0.397436,0.0,0.0,5.54,NaN,33.922,33.098
BF7_cpmp_16_5_64_26_39_14,16.0,5.0,0.3125,0.8,0.125,0.875,1.0,0.0,4.0,2.37037,0.908729,2.0,22.0,9.64286,6.76765,0.4875,40.0,0.128889,0.478524,0.423077,0.1625,0.125,NaN,NaN,NaN,657.537
BF7_cpmp_16_5_64_26_39_15,16.0,5.0,0.3125,0.8,0.0,0.875,0.933333,0.0,4.0,2.37037,0.823189,2.0,23.0,10.5,6.75859,0.4875,41.0,0.462222,0.462603,0.538462,0.0,0.25,NaN,8.097,1.688,3.228
BF7_cpmp_16_5_64_26_39_16,16.0,5.0,0.3125,0.8,0.0,0.75,0.857143,0.0,4.0,2.37037,0.908729,2.0,20.0,9.75,5.44862,0.4875,41.0,0.162222,0.488066,0.634615,0.0,0.0,4.304,14.337,0.772,55.947
BF7_cpmp_16_5_64_26_39_17,16.0,5.0,0.3125,0.8,0.0,0.8125,0.8125,0.0,5.0,2.37037,1.09369,3.0,17.0,8.07692,4.74685,0.4875,43.0,0.306667,0.502315,0.519231,0.0,0.0,NaN,300.859,3.472,589.277
BF7_cpmp_16_5_64_26_39_19,16.0,5.0,0.3125,0.8,0.0,0.9375,1.0,0.0,4.0,2.37037,0.823189,2.0,20.0,10.6667,4.86712,0.4875,40.0,0.271111,0.516461,0.538462,0.0,0.0,NaN,391.176,200.645,945.447
BF7_cpmp_16_5_64_26_39_2,16.0,5.0,0.3125,0.8,0.0,0.9375,0.9375,0.0,4.0,2.37037,0.948611,2.0,24.0,10.2,7.13863,0.4875,41.0,0.244444,0.507305,0.5,0.0,0.1875,NaN,NaN,2288.879,699.408
BF7_cpmp_16_5_64_26_39_20,16.0,5.0,0.3125,0.8,0.0625,0.875,1.0,0.0,5.0,2.37037,0.986882,3.0,19.0,9.21429,5.14335,0.4875,41.0,0.266667,0.46659,0.442308,0.0625,0.0,NaN,NaN,NaN,2240.424
BF7_cpmp_16_5_64_26_39_3,16.0,5.0,0.3125,0.8,0.0,0.9375,0.9375,0.0,5.0,2.37037,1.05929,3.0,24.0,10.2667,6.15864,0.4875,43.0,0.433333,0.485545,0.692308,0.0,0.125,NaN,NaN,NaN,3387.188
BF7_cpmp_16_5_64_26_39_6,16.0,5.0,0.3125,0.8,0.0,0.875,0.933333,0.0,5.0,2.37037,1.15944,2.0,21.0,10.3571,5.65189,0.4875,41.0,0.146667,0.504758,0.634615,0.0,0.0,2.832,1.124,8.953,1.136
BF7_cpmp_16_5_64_26_39_7,16.0,5.0,0.3125,0.8,0.0,0.875,0.933333,0.0,4.0,2.37037,0.823189,2.0,19.0,9.21429,4.94511,0.4875,42.0,0.304444,0.507536,0.692308,0.0,0.125,NaN,NaN,76.673,407.793
BF7_cpmp_16_5_64_26_39_8,16.0,5.0,0.3125,0.8,0.0,0.8125,0.866667,0.0,4.0,2.37037,0.908729,3.0,21.0,10.9231,6.14519,0.4875,42.0,0.328889,0.500952,0.653846,0.0,0.0,12.325,NaN,226.442,6.344
BF8_cpmp_16_5_64_26_48_1,16.0,5.0,0.3125,0.8,0.125,0.875,1.0,0.0,6.0,2.37037,1.41809,2.0,21.0,13.2143,6.24704,0.6,50.0,0.0977778,0.476543,0.602564,0.15,0.0,0.128,24.645,NaN,NaN
BF8_cpmp_16_5_64_26_48_11,16.0,5.0,0.3125,0.8,0.125,0.875,1.0,0.0,5.0,2.37037,0.948611,2.0,25.0,12.7857,7.07287,0.6,48.0,0.195556,0.493416,0.641026,0.125,0.125,196.648,81.437,NaN,NaN
BF8_cpmp_16_5_64_26_48_12,16.0,5.0,0.3125,0.8,0.125,0.8125,1.0,0.0,4.0,2.37037,0.776895,2.0,20.0,9.15385,5.15672,0.6,49.0,0.08,0.421399,0.75,0.125,0.0625,12.009,22.061,NaN,NaN
BF8_cpmp_16_5_64_26_48_17,16.0,5.0,0.3125,0.8,0.125,0.8125,1.0,0.0,4.0,2.37037,0.908729,2.0,25.0,12.1538,7.02573,0.6,48.0,0.177778,0.468879,0.615385,0.125,0.1875,NaN,127.268,NaN,NaN
BF8_cpmp_16_5_64_26_48_20,16.0,5.0,0.3125,0.8,0.125,0.8125,1.0,0.0,4.0,2.37037,0.823189,2.0,26.0,12.1538,7.38862,0.6,48.0,0.197778,0.462551,0.653846,0.1375,0.125,NaN,NaN,284.538,15.101
BF8_cpmp_16_5_64_26_48_4,16.0,5.0,0.3125,0.8,0.1875,0.8125,1.0,0.0,5.0,2.37037,0.823189,4.0,24.0,14.0,6.57501,0.6,48.0,0.4,0.474434,0.365385,0.1875,0.25,NaN,NaN,NaN,1433.006
BF8_cpmp_16_5_64_26_48_5,16.0,5.0,0.3125,0.8,0.125,0.8125,1.0,0.0,5.0,2.37037,1.15944,2.0,24.0,13.2308,6.84053,0.6,48.0,0.186667,0.483796,0.538462,0.125,0.1875,15.465,32.898,7.288,NaN
BF8_cpmp_16_5_64_26_48_6,16.0,5.0,0.3125,0.8,0.0625,0.875,1.0,0.0,4.0,2.37037,0.823189,2.0,26.0,11.4286,6.74764,0.6,49.0,0.1,0.481507,0.403846,0.1125,0.0625,NaN,NaN,148.953,1452.071
BF8_cpmp_16_5_64_26_48_7,16.0,5.0,0.3125,0.8,0.0625,0.8125,1.0,0.0,6.0,2.37037,1.02372,2.0,22.0,11.5385,6.75523,0.6,50.0,0.226667,0.473843,0.5,0.0625,0.0,2.72,NaN,NaN,NaN
BF9_cpmp_16_8_77_16_47_1,16.0,8.0,0.5,0.601562,0.0,0.75,0.75,0.0,9.0,4.52941,2.40386,2.0,12.0,6.91667,3.6391,0.367188,49.0,0.109722,0.431014,0.552083,0.0,0.0,NaN,NaN,1468.668,NaN
BF9_cpmp_16_8_77_16_47_10,16.0,8.0,0.5,0.601562,0.0,0.75,0.75,0.0,6.0,4.52941,1.33362,2.0,16.0,6.58333,4.27119,0.367188,48.0,0.406944,0.480427,0.585938,0.0,0.0625,60.852,NaN,300.563,37.682
BF9_cpmp_16_8_77_16_47_12,16.0,8.0,0.5,0.601562,0.0,0.75,0.8,0.0,7.0,4.52941,1.71902,2.0,15.0,5.66667,3.61325,0.367188,49.0,0.4375,0.420296,0.53125,0.0,0.0,NaN,NaN,705.936,406.801
BF9_cpmp_16_8_77_16_47_3,16.0,8.0,0.5,0.601562,0.0,0.875,0.875,0.0,6.0,4.52941,1.28876,2.0,10.0,5.64286,2.43801,0.367188,51.0,0.359722,0.457475,0.53125,0.0,0.0,NaN,NaN,1137.839,1.932
BF9_cpmp_16_8_77_16_47_4,16.0,8.0,0.5,0.601562,0.0,0.8125,0.866667,0.0,7.0,4.52941,1.4191,2.0,13.0,6.46154,3.34239,0.367188,48.0,0.333333,0.473669,0.65625,0.0,0.0,NaN,6.1,1010.091,7.836
BF9_cpmp_16_8_77_16_47_6,16.0,8.0,0.5,0.601562,0.0,0.875,0.875,0.0,6.0,4.52941,1.4191,2.0,13.0,6.42857,3.7362,0.367188,49.0,0.301389,0.438523,0.695312,0.0,0.0,NaN,NaN,444.748,1096.493
BF9_cpmp_16_8_77_16_47_7,16.0,8.0,0.5,0.601562,0.0,0.875,0.875,0.0,8.0,4.52941,1.81878,2.0,11.0,5.78571,2.54049,0.367188,51.0,0.255556,0.485864,0.541667,0.0,0.125,NaN,NaN,1246.822,2556.336
BF9_cpmp_16_8_77_16_47_8,16.0,8.0,0.5,0.601562,0.0,0.9375,0.9375,0.0,8.0,4.52941,1.68445,2.0,9.0,4.73333,1.98214,0.367188,51.0,0.233333,0.435235,0.523438,0.0,0.0,NaN,2.728,NaN,NaN
LC2a_lc2a_1,12.0,6.0,0.5,0.694444,0.0,0.666667,0.727273,0.0,11.0,4.54545,3.17271,2.0,5.0,3.125,0.780625,0.263889,22.0,0.376543,0.530794,0.6,0.0,0.0,0.024,14.857,0.02,0.764
LC2a_lc2a_10,12.0,6.0,0.5,0.694444,0.0,0.666667,0.666667,0.0,9.0,4.54545,2.46295,3.0,8.0,5.625,1.72753,0.263889,21.0,0.157407,0.583987,0.572917,0.0,0.0,0.484,0.02,0.392,0.008
LC2a_lc2a_2,12.0,6.0,0.5,0.694444,0.0,0.833333,0.833333,0.0,9.0,4.54545,2.70903,2.0,6.0,4.1,1.22066,0.263889,21.0,0.527778,0.584369,0.635417,0.0,0.0,792.29,5.28,613.682,160.234
LC2a_lc2a_3,12.0,6.0,0.5,0.694444,0.0,0.75,0.75,0.0,9.0,4.54545,2.8079,2.0,7.0,3.66667,1.69967,0.263889,21.0,0.0987654,0.598757,0.736111,0.0,0.0,31.086,1.636,25.442,30.694
LC2a_lc2a_4,12.0,6.0,0.5,0.694444,0.0,0.916667,0.916667,0.0,8.0,4.54545,2.14746,2.0,6.0,4.0,1.2792,0.263889,22.0,0.160494,0.534554,0.708333,0.0,0.0,0.648,NaN,0.52,0.112
LC2a_lc2a_5,12.0,6.0,0.5,0.694444,0.0,0.75,0.75,0.0,9.0,4.54545,2.49959,2.0,5.0,3.44444,1.06574,0.263889,22.0,0.166667,0.538315,0.631944,0.0,0.0,2.476,13.665,1.92,1.804
LC2a_lc2a_7,12.0,6.0,0.5,0.694444,0.0,0.666667,0.666667,0.0,8.0,4.54545,2.27091,2.0,7.0,3.5,1.58114,0.263889,21.0,0.398148,0.53717,0.675,0.0,0.0,11.417,231.046,9.253,6.796
LC2b_lc2b_1,12.0,6.0,0.5,0.694444,0.0,0.833333,1.0,0.0,14.0,4.54545,3.4997,2.0,8.0,4.2,1.66132,0.486111,37.0,0.364198,0.438631,0.652778,0.0,0.0,21.005,NaN,17.401,652.297
LC2b_lc2b_2,12.0,6.0,0.5,0.694444,0.0,0.833333,0.909091,0.0,9.0,4.54545,2.14746,2.0,10.0,4.4,2.2891,0.486111,37.0,0.435185,0.483159,0.645833,0.0,0.0,3039.914,NaN,1806.705,NaN
LC2b_lc2b_3,12.0,6.0,0.5,0.694444,0.0,1.0,1.0,0.0,9.0,4.54545,2.74238,2.0,8.0,4.16667,2.11476,0.486111,39.0,0.280864,0.508393,0.482143,0.0,0.0,0.752,NaN,0.468,0.516
LC2b_lc2b_4,12.0,6.0,0.5,0.694444,0.0833333,0.833333,0.909091,0.0,7.0,4.54545,1.87634,3.0,8.0,5.4,1.74356,0.486111,37.0,0.648148,0.526433,0.613095,0.125,0.0,60.796,0.232,50.051,23.045
LC2b_lc2b_5,12.0,6.0,0.5,0.694444,0.0833333,0.833333,1.0,0.0,8.0,4.54545,2.34961,2.0,10.0,5.1,2.07123,0.486111,38.0,0.512346,0.517931,0.45,0.0972222,0.0,NaN,NaN,NaN,10.729
LC2b_lc2b_6,12.0,6.0,0.5,0.694444,0.0833333,0.833333,1.0,0.0,10.0,4.54545,2.70903,2.0,7.0,5.0,1.34164,0.486111,37.0,0.138889,0.485775,0.527778,0.222222,0.0,0.38,2.676,0.308,1.156
LC2b_lc2b_7,12.0,6.0,0.5,0.694444,0.0833333,0.833333,1.0,0.0,6.0,4.54545,1.61604,2.0,5.0,3.0,1.18322,0.486111,38.0,0.265432,0.432854,0.28125,0.0972222,0.0,1056.57,7.856,779.805,528.325
LC2b_lc2b_9,12.0,6.0,0.5,0.694444,0.0,0.75,0.9,0.0,8.0,4.54545,1.82725,2.0,9.0,5.0,2.66667,0.486111,36.0,0.145062,0.483486,0.65,0.0,0.0,82.761,NaN,67.752,74.373
LC3a_lc3a_1,12.0,6.0,0.5,0.75,0.0,0.583333,0.583333,0.0,9.0,4.90909,2.31417,2.0,9.0,4.71429,2.6573,0.277778,21.0,0.160494,0.591999,0.803571,0.0,0.0,70.404,0.572,56.104,29.318
LC3a_lc3a_10,12.0,6.0,0.5,0.75,0.0,0.75,0.75,0.0,9.0,4.90909,2.50289,3.0,7.0,4.66667,1.24722,0.277778,22.0,0.151235,0.596359,0.729167,0.0,0.0,1.176,3.996,0.976,0.048
LC3a_lc3a_3,12.0,6.0,0.5,0.75,0.0,0.666667,0.666667,0.0,9.0,4.90909,2.31417,2.0,6.0,3.875,1.16592,0.277778,22.0,0.435185,0.58148,0.576389,0.0,0.0,170.859,NaN,142.593,114.671
LC3a_lc3a_4,12.0,6.0,0.5,0.75,0.0,0.75,0.75,0.0,8.0,4.90909,2.50289,2.0,7.0,3.77778,1.6178,0.277778,21.0,0.287037,0.576848,0.660714,0.0,0.0,NaN,81.537,NaN,2436.808
LC3a_lc3a_6,12.0,6.0,0.5,0.75,0.0,0.75,0.75,0.0,8.0,4.90909,2.02056,2.0,6.0,3.55556,1.42292,0.277778,22.0,0.169753,0.548834,0.691667,0.0,0.0,28.546,0.648,23.149,2.08
LC3a_lc3a_7,12.0,6.0,0.5,0.75,0.0,0.916667,0.916667,0.0,9.0,4.90909,2.67835,2.0,8.0,3.54545,1.67134,0.277778,22.0,0.111111,0.520929,0.597222,0.0,0.0,111.835,0.144,80.653,89.89
LC3a_lc3a_8,12.0,6.0,0.5,0.75,0.0,0.75,0.818182,0.0,9.0,4.90909,2.50289,2.0,7.0,4.22222,1.5476,0.277778,22.0,0.367284,0.537225,0.541667,0.0,0.0,1320.567,229.57,1009.243,569.048
LC3a_lc3a_9,12.0,6.0,0.5,0.75,0.0,0.75,0.818182,0.0,9.0,4.90909,2.96815,2.0,8.0,3.0,1.82574,0.277778,22.0,0.200617,0.485939,0.569444,0.0,0.0,NaN,55.592,NaN,2312.845
LC3b_lc3b_1,12.0,6.0,0.5,0.75,0.0,1.0,1.0,0.0,9.0,4.90909,2.23422,2.0,10.0,4.41667,2.66015,0.513889,40.0,0.225309,0.523054,0.479167,0.0,0.0,1054.294,214.365,857.706,359.93
LC3b_lc3b_10,12.0,6.0,0.5,0.75,0.0,0.833333,0.909091,0.0,12.0,4.90909,3.20382,2.0,10.0,5.3,2.32594,0.513889,39.0,0.231481,0.512208,0.508333,0.0,0.0,1053.806,NaN,822.027,1984.696
LC3b_lc3b_4,12.0,6.0,0.5,0.75,0.0833333,0.916667,1.0,0.0,11.0,4.90909,2.74539,2.0,5.0,3.45455,1.07565,0.513889,40.0,0.0987654,0.432854,0.4375,0.152778,0.0,338.281,759.055,275.901,12.305
LC3b_lc3b_5,12.0,6.0,0.5,0.75,0.0833333,0.916667,1.0,0.0,10.0,4.90909,2.42916,2.0,7.0,3.72727,1.71044,0.513889,39.0,0.160494,0.465555,0.569444,0.0833333,0.0,0.476,0.14,0.408,0.228
LC3b_lc3b_6,12.0,6.0,0.5,0.75,0.0,0.916667,1.0,0.0,8.0,4.90909,2.27454,2.0,8.0,5.0,2.17423,0.513889,40.0,0.410494,0.559244,0.552083,0.0,0.0,1.732,0.752,1.46,0.484
LC3b_lc3b_8,12.0,6.0,0.5,0.75,0.0833333,0.916667,1.0,0.0,8.0,4.90909,2.27454,2.0,7.0,3.90909,1.72966,0.513889,39.0,0.685185,0.434216,0.4375,0.138889,0.0,43.835,23.433,42.227,399.973
LC3b_lc3b_9,12.0,6.0,0.5,0.75,0.0,0.833333,1.0,0.0,10.0,4.90909,2.71208,2.0,9.0,4.5,2.61725,0.513889,40.0,0.475309,0.518149,0.576389,0.0,0.0,94.622,NaN,75.209,74.453
cv_data3-5-13,5.0,5.0,1.0,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,3.8,2.31517,0.36,12.0,0.4,0.427111,0.6,0.0,0.0,0.18,0.196,0.072,0.076
cv_data3-5-8,5.0,5.0,1.0,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.6,3.2619,0.36,11.0,0.4,0.425481,0.466667,0.0,0.0,0.26,0.268,0.084,0.084
cv_data3-6-24,6.0,5.0,0.833333,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,4.66667,3.39935,0.333333,13.0,0.4,0.43786,0.8125,0.0,0.0,0.064,0.072,0.188,0.092
cv_data3-6-26,6.0,5.0,0.833333,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,3.83333,2.11476,0.366667,14.0,0.4,0.409156,0.5,0.0,0.0,0.528,0.652,0.244,0.264
cv_data3-7-12,7.0,5.0,0.714286,0.6,0.0,0.714286,0.714286,1.0,1.0,1.0,0.0,2.0,15.0,8.2,4.83322,0.257143,10.0,0.4,0.446259,0.823529,0.0,0.142857,0.344,0.484,0.436,0.228
cv_data3-7-17,7.0,5.0,0.714286,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13.0,8.0,3.74166,0.314286,14.0,0.4,0.439078,0.764706,0.0,0.285714,0.268,0.252,0.14,0.128
cv_data3-7-18,7.0,5.0,0.714286,0.6,0.0,0.714286,0.714286,1.0,1.0,1.0,0.0,6.0,13.0,9.6,2.72764,0.285714,11.0,0.4,0.478005,0.588235,0.0,0.571429,0.052,0.06,0.06,0.216
cv_data3-7-22,7.0,5.0,0.714286,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.28571,3.53409,0.371429,16.0,0.4,0.416553,0.470588,0.0,0.285714,0.44,0.536,0.032,0.024
cv_data3-7-27,7.0,5.0,0.714286,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,6.14286,4.25705,0.342857,14.0,0.4,0.434014,0.470588,0.0,0.142857,0.096,0.116,0.2,0.104
cv_data3-7-30,7.0,5.0,0.714286,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,16.0,7.71429,4.19913,0.314286,13.0,0.4,0.453364,0.352941,0.0,0.285714,0.316,0.384,0.004,0.004
cv_data3-7-5,7.0,5.0,0.714286,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,5.0,4.0,0.314286,14.0,0.4,0.445578,0.882353,0.0,0.0,0.292,0.26,0.004,0.004
cv_data3-8-17,8.0,5.0,0.625,0.6,0.0,0.75,0.75,1.0,1.0,1.0,0.0,2.0,21.0,10.6667,6.28932,0.225,10.0,0.4,0.454398,0.666667,0.0,0.25,0.116,0.168,0.008,0.008
cv_data3-8-2,8.0,5.0,0.625,0.6,0.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,16.0,7.33333,4.98888,0.25,12.0,0.4,0.455845,0.666667,0.0,0.25,0.016,0.016,0.08,0.272
cv_data3-8-24,8.0,5.0,0.625,0.6,0.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,18.0,9.33333,6.77413,0.225,10.0,0.4,0.442998,0.444444,0.0,0.375,0.764,0.62,0.54,0.248
cv_data3-8-25,8.0,5.0,0.625,0.6,0.0,0.75,0.75,1.0,1.0,1.0,0.0,2.0,20.0,10.0,5.50757,0.25,11.0,0.4,0.469444,0.833333,0.0,0.375,0.156,0.152,0.012,0.008
cv_data3-8-28,8.0,5.0,0.625,0.6,0.0,0.875,0.875,1.0,1.0,1.0,0.0,1.0,20.0,8.28571,6.27271,0.275,12.0,0.4,0.466146,0.722222,0.0,0.25,0.308,0.252,0.168,0.104
cv_data3-8-37,8.0,5.0,0.625,0.6,0.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,17.0,7.66667,5.82142,0.225,10.0,0.4,0.46956,0.5,0.0,0.25,0.144,0.104,0.48,0.112
cv_data3-8-38,8.0,5.0,0.625,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,7.5,5.12348,0.3,14.0,0.4,0.432234,0.611111,0.0,0.0,0.416,0.532,0.536,0.208
cv_data3-8-7,8.0,5.0,0.625,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.25,3.34477,0.325,16.0,0.4,0.442824,0.5,0.0,0.125,1.088,1.876,1.928,1.064
cv_data4-4-10,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.75,3.56195,0.333333,10.0,0.333333,0.492131,0.375,0.0,0.0,0.38,0.368,0.16,0.152
cv_data4-4-12,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,5.75,1.47902,0.416667,13.0,0.333333,0.520908,0.75,0.0,0.75,0.872,0.868,0.656,0.576
cv_data4-4-13,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,6.0,1.58114,0.458333,15.0,0.333333,0.468076,0.5,0.0,0.5,0.188,0.192,0.068,0.064
cv_data4-4-14,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,5.75,4.81534,0.416667,13.0,0.333333,0.464366,0.6875,0.0,0.0,0.332,0.316,0.472,0.432
cv_data4-4-15,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,11.0,5.0,3.53553,0.291667,9.0,0.333333,0.489771,0.4375,0.0,0.25,0.532,0.396,0.272,0.256
cv_data4-4-16,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.0,3.16228,0.5,17.0,0.333333,0.441097,0.4375,0.0,0.0,17.353,16.273,6.432,6.104
cv_data4-4-19,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.5,3.20156,0.416667,13.0,0.333333,0.464591,0.75,0.0,0.25,0.512,0.688,0.216,0.204
cv_data4-4-2,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,7.25,4.60299,0.375,11.0,0.333333,0.502248,0.375,0.0,0.0,0.148,0.148,0.04,0.036
cv_data4-4-20,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,13.0,8.5,2.69258,0.458333,14.0,0.333333,0.530238,0.6875,0.0,0.5,1.716,1.748,2.316,2.068
cv_data4-4-21,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.5,2.95804,0.416667,13.0,0.333333,0.471223,0.4375,0.0,0.25,0.62,0.508,0.172,0.236
cv_data4-4-23,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,7.0,3.74166,0.5,16.0,0.333333,0.475382,0.4375,0.0,0.25,152.046,180.103,8.893,9.349
cv_data4-4-24,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.5,2.95804,0.416667,13.0,0.333333,0.512478,0.625,0.0,0.25,12.105,11.865,2.08,2.056
cv_data4-4-25,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,10.0,6.0,2.91548,0.458333,14.0,0.333333,0.464928,0.4375,0.0,0.5,46.347,40.486,12.009,11.057
cv_data4-4-27,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,4.75,2.27761,0.416667,14.0,0.333333,0.467963,0.875,0.0,0.25,17.881,15.337,5.064,6.004
cv_data4-4-28,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,1.58114,0.291667,9.0,0.333333,0.505171,0.5625,0.0,0.25,0.112,0.1,0.584,0.484
cv_data4-4-29,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.0,3.16228,0.375,12.0,0.333333,0.482689,0.75,0.0,0.25,0.612,0.44,0.372,0.328
cv_data4-4-3,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,13.0,6.5,3.90512,0.458333,14.0,0.333333,0.486398,0.625,0.0,0.5,0.636,0.544,0.488,0.4
cv_data4-4-30,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.5,2.95804,0.333333,10.0,0.333333,0.489096,0.5625,0.0,0.0,2.744,2.964,1.8,1.824
cv_data4-4-33,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,4.25,2.38485,0.416667,14.0,0.333333,0.483588,0.875,0.0,0.25,34.154,42.479,2.12,1.848
cv_data4-4-34,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,9.0,5.0,2.54951,0.375,11.0,0.333333,0.489321,0.625,0.0,0.5,0.804,0.68,0.832,0.516
cv_data4-4-35,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.5,3.5,0.5,16.0,0.333333,0.442896,0.6875,0.0,0.0,2.156,1.88,1.9,1.676
cv_data4-4-7,4.0,6.0,1.5,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.25,3.26917,0.458333,14.0,0.333333,0.457509,0.625,0.0,0.25,2.512,2.204,0.552,0.536
cv_data4-5-1,5.0,6.0,1.2,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.2,2.92575,0.4,16.0,0.333333,0.442734,0.529412,0.0,0.2,3.432,3.472,0.516,0.408
cv_data4-5-12,5.0,6.0,1.2,0.666667,0.0,0.8,0.8,1.0,1.0,1.0,0.0,1.0,9.0,6.0,3.08221,0.366667,13.0,0.333333,0.489928,0.705882,0.0,0.6,0.188,0.176,0.772,0.78
